<ανά>γνωστος|hard to read
περιπορπάομαι|agrafer tout autour,
περιπορφυρόσημος|revêtu de la robe prétexte,
περιποτάομαι|see <lang="grc">περιπέτομαι</grc>
περιπρακτορία|district for purposes of taxation
περιπροβάλλω|throw round before
περιπροθέω|courir le premier tout autour,
περιπροχέομαι|to be poured all round
περιπρό|tout à fait en avant, supérieurement, éminemment, extrêmement,
περιπτέρνια|joints
περιπτίσματα|skins
περιπτίσσω|peler ou écorcer tout autour,
περιπταίω|se heurter contre,
περιπτερνίς|bandage for the heel
περιπτυχή|that which enfolds
περιπτυχής|folded round
περιπτωτικός|falling into that which one seeks to avoid
περιπτύσσω|plier autour :
περιπτύω|conspuer,
περιπτώσσω|craindre vivement,
περιπυκάζω|épaissir tout autour,
περιπωμάζω|boucher tout autour ou avec soin,
περιπόδιος|going round the feet
περιπόθητος|très désiré ou très désirable,
περιπόλησις|revolution
περιπόλιον|station for
περιπόλιος|lying rouna'
περιπόνηρος|très méchant,
περιπόρπημα|that which is so fastened
περιπόρφυρος|edged with purple
περιπύημα|suppuration tout autour,
περιρράπτρια|she who sews or stitches
περιρράπτω|coudre alentour,
περιρράσσω|dash to pieces
περιρρέζω|purify by sacrifice
περιρρέμβομαι|wander, roam about
περιρρέπω|s'incliner d'un côté,
περιρρέω|flow round
περιρρήγνυμι|briser ou déchirer autour :
περιρρήδην|en glissant ou en tombant de chaque côté,
περιρρίπτω|jeter autour,
περιρραίνω|besprinkle
περιρραγής|torn or broken round about
περιρραντήριον|utensil for besprinkling
περιρραντής|sprinkler
περιρραντισμός|aspersion,
περιρραπίζω|battre tout autour,
περιρρεπής|qui penche d'un côté,
περιρρηδής|sprawling
περιρρητινόομαι|to be treated with resin
περιρροή|écoulement (d'un fleuve, etc.) vers un point déterminé,
περιρρογχάζω|mock, ridicule
περιρρομβέω|cause to spin round like a top
περιρροπή|inclining to one side
περιρρυής|falling down all round
περιρρυσις|violent discharge
περιρρύπτω|laver en nettoyant tout autour,
περιρρώξ|escarpé tout autour ou de tous côtés,
περισάρκωσις|covering with flesh
περισάρωμα|sweepings
περισάττω|heap up all around
περισήπομαι|pourrir entièrement,
περισίδηρος|tout entouré de fer,
περισαίνω|caresser de la queue comme les chiens,
περισαλπίζω|faire retentir du son de la trompette,
περισαλπισμός|bruit des trompettes alentour,
περισαρκίζω|faire une incision circulaire dans la chair,
περισαρκισμός|incision circulaire dans la chair,
περισαρκιστέον|one must make such an incision
περισαρκόω|surround or cover with flesh
περισβέννυμι|quench all round
περισείομαι|to be shaken all round
περισθενέω|avoir une force supérieure, irrésistible,
περισθενής|qui a une force supérieure, irrésistible,
περισιαλόομαι|to be broidered round the edge
περισιδηρόομαι|to be cased with iron
περισκάλλω|sarcler autour,
περισκάπτω|dig round
περισκέλεια|âpreté,
περισκέλια|drawers
περισκέλια2|drawers
περισκέλλω|être desséché tout autour,
περισκήνια|balustrade
περισκήπτω|prop or press all round
περισκαίρω|bondir ou trépigner autour de,
περισκελής|qui recouvre les jambes, 
περισκελής1|@
περισκελής2|@
περισκελίζω|supplanto
περισκελίς|sorte de caleçon ou de pantalon,
περισκελασία|harshness in action
περισκεπάζω|couvrir tout autour, entièrement,
περισκεπτέον|one must consider
περισκιάζομαι|to be overshadowed
περισκιασμός|ombre ou ombrage tout autour,
περισκιρτάω|bondir tout autour,
περισκληρύνω|durcir tout autour ou entièrement,
περισκοπέω|look round
περισκορπίζω|répandre ou disperser de tous côtés,
περισκουτλόω|scutula), cover or surround with marble slabs, Jahresh..
περισκυθίζω|scalp in Scythian fashion
περισκυθιστής|qui scalpe,
περισκυλακισμός|immolation d'un chien comme victime expiatoire,
περισκυτόω|cover with leather, Chron.Lind.B.
περισκυφίζω|make an incision round the scalp
περισμάω|wipe all round
περισμήχω|frotter ou essuyer tout autour,
περισμαραγέω|faire retentir tout autour,
περισμύχω|brûler à petit feu, consumer lentement,
περισοβέω|chase about
περισοφίζομαι|tromper par des sophismes,
περισπάω|draw off from around, strip off
περισπέρχεια|expedition, quickness
περισπέρχω|to be in great agitation
περισπαίρω|quiver round
περισπαθίζω|stir about
περισπασμός|action de tirer autour ou d'un autre côté,
περισπαστέον|qu'il faut accentuer d'un circonflexe,
περισπαστικός|capable de distraire,
περισπείρω|spread all round
περισπειράω|rouler ou entortiller autour :
περισπερχής|very hasty
περισπεύδω|pursue on all sides
περισπιλόω|subject to heat.
περισπογγίζω|essuyer tout autour avec une éponge,
περισπογγισμός|sponging all over
περισπουδάζω|être très empressé,
περισπούδαστος|recherché avec empressement,
περισπωμένως|avec l'accent circonflexe,
περισπόρια|suburbs
περισσάδελφος|having an extraordinary number of brothers
περισσάκις|un nombre de fois impair,
περισσάρτιος|pair-impair,
περισσαίνω|see <lang="grc">περισαίνω</grc>
περισσεία|surplus, abundance
περισσεύω|to be over and above
περισσογονία|production of odd numbers
περισσοδάκτυλος|dont les doigts sont d'inégale longueur,
περισσοειδής|de forme dissemblable,
περισσοεπέω|speak superfluously
περισσοκαλλής|d'une beauté remarquable,
περισσολογέω|speak superfluously
περισσολογία|redondance, verbosité,
περισσολόγος|verbeux,
περισσομελής|qui a des membres superflus,
περισσοπαθέω|souffrir à l'excès,
περισσοποιός|making odd
περισσοσυλλαβέω|to have one syllable more than
περισσοσύλλαβος|with a syllable more
περισσοταγής|mis dans la série des nombres impairs,
περισσοτεχνία|art trop recherché,
περισσοτρύφητος|d'une mollesse excessive,
περισσοχορηγία|extra largess
περισσωματικός|of the nature of
περισσωνυμέω|avoir un dénominateur impair,
περισσόκομος|à la chevelure abondante,
περισσόλοφος|à l'aigrette touffue,
περισσόμυθος|aux paroles superflues,
περισσόνοος|doué d'un esprit supérieur, d'une prudence remarquable,
περισσόπους|qui a un nombre de pieds impair,
περισσός|beyond the regular number or size, prodigious
περισσόσαρκος|over-fleshy
περισσότης|extravagance, excess
περισσόφρων|d'une prudence remarquable,
περιστάζω|faire tomber goutte à goutte tout autour,
περιστάσιμος|entouré d'un nombreux auditoire,
περιστέγω|couvrir tout autour, de tous côtés, protéger,
περιστέλλω|envelopper,
περιστένω|@
περιστένω1|@
περιστένω2|@
περιστέριον|vervain, Verbena officinalis
περιστέρνιον|breast-band
περιστέφω|couronner, envelopper,
περιστήθιον|breastband
περιστίζω|prick or dot all round
περιστίλβω|glitter all round
περισταδόν|en se tenant tout autour,
περισταλτικός|qui a la propriété de comprimer en se contractant, de se contracter, péristaltique,
περιστατέον|il faut éviter,
περιστατικός|of or in critical circumstances
περισταυρόω|entourer de pieux ou d'une palissade,
περισταχυώδης|entouré d'épillets,
περισταύρωμα|lieu entouré d'une palissade,
περιστείχω|aller autour de,
περιστεγανός|covered all round, well covered
περιστεγνόω|see <lang="grc">περιστέγω</grc>
περιστενάζω|lament round
περιστεναχέω|resound all around
περιστεναχίζομαι|retentir tout autour, de tous côtés de,
περιστενοχωρέομαι|to be confined within a narrow compass.
περιστερά|colombe, pigeon,
περιστερεών|dovecote
περιστεριδεύς|young pigeon
περιστερνίζω|put round the breast
περιστεροειδής|du genre des pigeons ou des colombes,
περιστεροποιός|columbarius
περιστεροπώλης|pigeon-dealer
περιστεροτροφεῖον|colombier, pigeonnier,
περιστερόεις|de verveine,
περιστερότροφος|pigeon-keeper
περιστεφής|wreathed, crowned
περιστεφανίς|coronary vein
περιστεφανόω|ceindre d'une couronne,
περιστηλόομαι|to be set up as
περιστηρίζω|fixer solidement tout autour,
περιστιγής|see <lang="grc">περίστικτος</grc>
περιστιχάω|se ranger ou être rangé en ordre tout autour,
περιστλεγγίζω|scrape all round with a
περιστοιχέω|comprehend within limits
περιστοιχίζω|tendre des filets tout autour, envelopper,
περιστολάδην|en enveloppant,
περιστολή|action d'entourer,
περιστολίζομαι|wrap oneself up
περιστομίς|compas d'épaisseur, outil en bois servant au montage des machines de jet,
περιστοναχέω|see <lang="grc">περιστοναχίζω</grc>
περιστορέννυμι|spread all round or over
περιστρέφω|whirl round
περιστρατοπεδεύω|asseoir son camp autour, assiéger, investir,
περιστροβέω|cause to revolve
περιστροφάδην|en tournant tout autour,
περιστροφή|turning or spinning round
περιστροφίς|wooden implement that is turned round, strickle
περιστρωφάω|tourner tout autour,
περιστρόγγυλος|arrondi de tous côtes,
περιστυφελίζομαι|beat, dash all round
περιστόμιος|round a mouth or aperture
περιστύφω|faire sécher en condensant, condenser,
περισυγκαταλαμβάνομαι|to be included
περισυλάω|dépouiller entièrement ;
περισυμπλέκω|to be wound round
περισυνάγω|collected from all round
περισυνίσταμαι|arise about
περισυρίττω|hiss on all sides
περισυρμός|action de traîner autour ou d'un autre côté,
περισφάλεια|slippery nature
περισφάλλω|cause to slip about
περισφίγγω|serrer tout autour,
περισφαλάω|stagger
περισφαλής|glissant tout autour,
περισφαραγέω|faire du bruit tout autour,
περισφηκόω|comprimer tout autour,
περισφραγισμός|birthmark
περισφυρίς|lien ou ligament autour de la cheville,
περισφύριος|qui entoure la cheville, 
περισχίζω|fendre ou déchirer tout autour :
περισχιδής|fendu tout autour, 
περισχισμός|séparation, division, partage,
περισχοίνισμα|enceinte réservée entourée d'une corde,
περισχοινίζω|part off by a rope
περισχοινισμός|roping off
περισωρεύω|amonceler autour ou dans :
περισύρω|drag about
περισώζω|save alive
περιτέλλομαι|go or come round
περιτέμνω|cut or clip round about
περιτένεια|tension tout autour ou forte tension,
περιτέρμων|bounding all round
περιτήκω|melt, melt away
περιτίθημι|mettre autour :
περιτίλλω|pluck all round, strip
περιτίτραμαι|to be trephined by a circle of perforations
περιτίω|honorer tout à fait,
περιταρχύομαι|donner ses soins aux funérailles de,
περιταφρεύω|entourer d'un fossé,
περιτείνω|stretch all round or over
περιτείρω|tourmenter, troubler,
περιτείχισις|action d'entourer de fortifications,
περιτείχισμα|enceinte de fortifications,
περιτειχίζω|wall all round
περιτελέθω|grow around
περιτελέω|achever, accomplir,
περιτενής|tendu tout autour ou fortement tendu,
περιτεραμνίζω|border tout autour :
περιτεχνάομαι|s'ingénier à imaginer, à inventer,
περιτιάρα|round cap
περιτιμήεις|tout à fait honoré,
περιτιταίνω|stretch round about
περιτομή|circoncision,
περιτομεύς|shoemaker's knife
περιτοξεύω|percer de traits lancés de toutes parts,
περιτορνεύω|façonner au tour, arrondir,
περιτρέμω|tremble for
περιτρέπω|turn and bring round, divert
περιτρέφω|nourrir de façon à arrondir, arrondir, épaissir,
περιτρέχω|run round and round
περιτρέω|s'enfuir en tremblant,
περιτρίβω|rub or wear away all round
περιτρίζω|pousser un cri aigu tout autour,
περιτραχήλιος|round the neck
περιτρηχής|très âpre, très dur,
περιτριβής|worn all round by use
περιτρομέω|see <lang="grc">περιτρέμω</grc>
περιτροπάδην|en poussant tout autour,
περιτροπέω|revolving
περιτροχάζω|walk round
περιτροχλισμός|running round
περιτρυπάω|perforate with a circle of holes
περιτρόχαλος|qui tourne en rond ;
περιτρόχιον|trou dans lequel tourne l'essieu d'une roue,
περιτρύζω|grogner alentour,
περιτρύπησις|perforation with a circle of holes
περιτρύχω|afflict exceedingly
περιτρώγω|ronger tout autour,
περιτυγχάνω|happen to be about, at
περιτυλίσσω|wrap round
περιτυλόω|make callous
περιτυμπανίζομαι|to be maddened by drums
περιτυπόω|façonner tout autour, dessiner les formes de,
περιτόναιος|tendu tout autour ;
περιτύλωσις|callosity
περιτύμβιος|at the grave
περιυβρίζω|insult wantonly
περιυλακτέω|aboyer autour de,
περιυπνίζω|expergiscor
περιυφαίνω|weave round
περιφάνεια|conspicuousness
περιφέγγεια|éclat tout autour, rayonnement,
περιφέγγω|illuminate round about
περιφέρεια|circumference
περιφέρω|carry round
περιφήμιστος|famous
περιφίλητος|très aimé de, très cher à,
περιφίμωσις|rétrécissement du prépuce,
περιφαής|qui brille tout autour,
περιφαίνομαι|to be visible all round
περιφανής|seen all round
περιφείδομαι|épargner soigneusement,
περιφερής|revolving
περιφερόγραμμος|entouré d'une ligne circulaire,
περιφεύγω|parvenir à fuir, à échapper à,
περιφημίζω|announce, publish
περιφθέγγομαι|parler de côté et d'autre à toutes sortes de gens,
περιφθείρομαι|se consumer, dépérir,
περιφθινύθω|se gâter, se corrompre,
περιφιμόω|serrer tout autour, fermer,
περιφλέγω|burn, blaze all round
περιφλέκτως|see <lang="grc">περιφλεγῶς</grc>
περιφλίω|to be almost bursting with
περιφλίωμα|portico
περιφλεγής|ardent,
περιφλευσμός|see <lang="grc">περιφλογισμός</grc>
περιφλεύω|brûler en partie,
περιφλοίζω|strip off the bark
περιφλογίζω|blaze around
περιφλογισμός|inflammation tout autour,
περιφλοισμός|stripping off the bark
περιφοίτησις|action de se promener ou de rôder tout autour,
περιφοβέω|terrify, scare
περιφοιτάω|se promener ou rôder tout autour,
περιφορά|carrying round
περιφοράδην|en décrivant une courbe comme les bœufs en marchant,
περιφοράριος|circumlator
περιφορητικός|colporté de tous côtés, divulgué,
περιφορητός|portable
περιφράζομαι|think or consider about
περιφράσσω|entourer d'une barrière ou d'une enceinte,
περιφρίσσω|shudder at
περιφραδής|très habile, prudent,
περιφραστικός|periphrastic
περιφρονέω|compass in thought, speculate about
περιφρονητικός|porté à mépriser,
περιφροσύνη|dédain, orgueil,
περιφρουρέω|entourer d'une garde ;
περιφρυγής|rôti ou brûlé,
περιφρόνησις|dédain,
περιφρύγω|brûler tout autour ou entièrement,
περιφυής|qui naît ou croît autour de, autour du sol, qui s'élève peu de terre,
περιφυγή|place de refuge,
περιφυλάσσω|garder tout autour,
περιφυτεύω|planter tout autour,
περιφωνέω|retentir tout autour,
περιφωτίζω|éclairer autour,
περιφωτισμός|lumière qui rayonne alentour,
περιφόρημα|anything handed round, dish
περιφόρινος|enveloppé d'une peau épaisse,
περιφύρω|throw into confusion
περιφύσητος|étouffé, suffoqué,
περιφύω|make to grow round or upon, stick
περιφώνησις|sounding round about
περιχάραξις|action de graver ou de gratter tout autour,
περιχάρεια|joie extrême ou excessive,
περιχάσκω|see <lang="grc">περιχαίνω</grc>
περιχέω|répandre ou verser autour :
περιχαίρω|se réjouir fort,
περιχαλάω|se détacher tout autour,
περιχαλινόω|ajuster un mors tout autour, brider,
περιχαλκόω|entourer de plaques d'airain ou de cuivre,
περιχανδής|très large, très béant,
περιχαράκωμα|entrenchment
περιχαράσσω|faire une incision tout autour, gratter tout au tour,
περιχαρής|très joyeux ou joyeux à l'excès,
περιχαρακτέον|one must incise around
περιχαρακτήρ|instrument de chirurgie pour déchausser les dents,
περιχαρακτικός|propre à déchausser (les dents, les croûtes d'une plaie, etc.)
περιχαρακόω|entourer d'une palissade, fortifier,
περιχειλόω|entourer d'un rebord,
περιχερίδες|sleeves
περιχιλόω|eat one's fill
περιχλαινίζομαι|wrap oneself in a cloak
περιχονδριάω|to be swollen
περιχορεύω|danser autour de,
περιχρίω|smear or cover over
περιχριστέον|one must anoint
περιχρυσόω|dorer tout autour, couvrir d'une couche d'or,
περιχυτέον|one must pour over
περιχυτήριον|perfusorium
περιχωματίζω|surround with a dyke
περιχωνεύομαι|to be fused in an amalgam with
περιχωρέω|go round
περιχύτης|attendant at baths
περιχύτρισμα|space round an olive-tree marked by potsherds
περιχώννυμι|entourer d'un terrassement, butter la vigne ou un arbre fruitier pour le mettre à l'abri du froid,
περιχώομαι|être fortement irrité :
περιχώρησις|rotation
περιχώριστος|separate, isolated
περιψάω|frotter ou essuyer tout autour, étriller,
περιψαύω|tâter tout autour, explorer,
περιψιθυρίζω|whisper around
περιψιλόομαι|to be made bare all round
περιψοφέω|faire du bruit autour, étourdir par le bruit,
περιψυγμός|see <lang="grc">περίψυξις</grc>
περιψόφησις|action de faire du bruit autour,
περιψύχω|chill all round
περιωδευμένως|par un long circuit,
περιωδυνάω|see <lang="grc">περιωδυνέω</grc>
περιωδυνία|vive douleur,
περιωθέω|repousser tout autour, refouler (l'air, la respiration, etc.)
περιωμιάζω|surround with an espalier
περιωπέω|regarder tout autour ou au loin,
περιωπή|place commanding a wide view
περιωρεσία|surrounding hills
περιωτειλόομαι|to be cicatrized all round
περιόλλυμι|destroy utterly
περιόρισμα|anything surrounded by boundaries, enclosed place
περιόριστος|bounded, determined
περιόστεος|qui entoure les os, 
περιύομαι|to be rained round
περιώδυνος|exceeding painful
περιώνυμος|far-famed
περιώσιος|qui dépasse la mesure, excessif ou extrême, très fort, très puissant, très grand, 
περιᾴδω|chanter autour, de tous côtés,
περιῳδέω|charmer par des chants magiques,
περιῳδικά|metrical systems in which the strophic correspondence is of the form a b b b . . c
περκάζω|become dark, turn dark
περκνόπτερος|aux ailes noirâtres ou tachetées de noir ;
περκνός|dusky, dark in colour
περνάω|sell
περονάω|percer avec une pointe,
περονητήρ|buckle, brooch
περονητρίς|see <lang="grc">περόνημα</grc>
περπερεύομαι|être léger, frivole, étourdi,
περσέα|arbre à fruit égyptien,
περσέπολις|destructeur de villes,
περσίζω|speak Persian
περσίκιον|scepire
περσίς|Persis, Persia
περσεύς|sorte de poisson de la mer rouge
περσηίς|sprung from Perseus
περσικία|peach-tree
περσικός|slippers
περσικών|peach-orchard
περσιστί|in the Persian tongue
περσογενής|of Persian origin
περσοδιώκτης|chaser of the Persians
περσοκτόνος|Persian-slaying
περσολέτης|destroyer of Persians
περσονομέομαι|to be governed by the Persian laws or by Persians
περυσινός|de l'année précédente,
περόνη|pin or tongue of a buckle
περόνημα|robe de laine sans manches, ouverte sur les côtés, et formée de deux morceaux d'étoffe rattachés sur les épaules et de distance en distance, sur les côtés, par des agrafes,
περόνιον|dim. de περόνη (pointe qui traverse un objet ; péroné)
πεσσάριον|pessary
πεσσεία|sorte de jeu de trictrac,
πεσσευτήριον|astronomical table
πεσσευτής|draught-player
πεσσευτικός|qui concerne le jeu de trictrac,
πεσσεύω|jouer au trictrac,
πεσσικός|of or for draught-playing
πεσσονομέω|set the
πεσσοποιέομαι|fabriquer un pessaire ou tampon de charpie,
πεσσός|oval-shaped stone for playing draughts or backgammon
πετάλιον|petite feuille,
πετάλωσις|covering with gold-leaf
πετάννυμι|déployer,
πετήλη|palm
πεταλία|flat dish or crate
πεταλίζω|put forth leaves or strip off leaves
πεταλίς|laie déjà grande.
πεταλισμός|pétalisme,
πεταλοειδής|leaf-shaped
πεταλοποιός|making leaves of metal, goldbeater
πεταλόω|couvrir de feuilles de métal,
πεταλώδης|en forme de lames de métal :
πεταμνυφάντειρα|weaver of hangings
πετασμός|spreading out
πετασώδης|en forme de parasol,
πετασών|jambon,
πετασῖτις|butter-bur, Petasites officinalis
πεταυρισμός|danse sur la corde, voltige,
πετεινός|see <lang="grc">πετεηνός</grc>
πετευρίζομαι|jump from a springboard, vault, perform acrobatic feats
πετευρισμός|vaulting, tumbling
πετευριστήρ|tumbler, acrobat
πετευριστής|petaurista
πετεύριον|small notice-board
πετηλίας|crab
πετηλίς|locust
πετηλώδης|like a leaf, worn thin
πετράς|fourth day
πετρήεις|rocky
πετρήρης|de roche ou de pierre,
πετρανός|veteranus
πετραῖον|plante de rocher,
πετραῖος|of a rock
πετρεντινάκτης|shaker of rocks
πετρηγενής|né d'un roc,
πετρηδόν|comme une pierre ou comme un roc,
πετρηρεφής|couvert d'une voûte de rocher,
πετροβάτης|one who climbs rocks
πετροβατέω|climb rocks
πετροβατικός|given to rock-climbing
πετροβολέω|pelt with stones
πετροβολία|stoning
πετροβολικός|of or for throwing stones
πετροβολισμός|pelting with stones
πετροκατοίκητος|having its abode in the rocks
πετροκυλιστής|rolling rocks or stones
πετροκόραξ|raven of the rocks
πετροκόσσυφος|saxamerulus
πετρολάπαθον|plante de rocher,
πετροποιία|stone-fabric
πετροποιός|qui crée des pierres,
πετρορριφής|précipité du haut d'un rocher,
πετροσέλινον|persil sauvage,
πετροσελινίτης|parsley-wine
πετροτόμος|qui coupe les pierres,
πετροφυής|qui croît sur les rochers, 
πετρόβλητος|pelted with stones
πετρόβολος|throwing stones
πετρόκοιτος|qui vit (qui couche) au milieu des rochers,
πετρόρυτος|flowing from a rock
πετρόω|turn into stone, petrify
πετρώδης|like rock or stone, rocky, stony
πετρώεις|see <lang="grc">πετρήεις</grc>
πετρών|rocky or stony place
πεττεία|see <lang="grc">πεσσεία</grc>
πευθήν|qui se renseigne, espion,
πευθώ|information, nouvelle,
πευκέδανον|see <lang="grc">πευκέδανος</grc>
πευκήεις|pine-covered
πευκία|bitter taste of pitch
πευκών|pine-forest
πευστέον|one must inquire
πευστήριος|d'interrogation ; 
πευστής|asker, inquirer
πευστικός|interrogatif,
πεφάσθαι|manifestly, expressly
πεφεισμένως|avec parcimonie,
πεφναῖος|qui mérite la mort,
πεφοβημένως|timorously
πεφραγμένως|en troupe serrée,
πεφρασμένως|thoughtfully
πεφρονημένως|avec réflexion,
πεφροντισμένως|avec prudence,
πεφυκότως|par une aptitude naturelle, naturellement,
πεφυλαγμένως|with due caution
πεφυρμένως|confusément,
πεύθομαι|see <lang="grc">πυνθάνομαι</grc>
πεύκη|pine
πεύκινος|de pin,
πεώδης|qui ressemble à une verge,
πεῖ2|@
πεῖα|Pius
πεῖνα|faim, besoin de manger,
πεῖνα1|hunger, famine
πεῖρα|trial, attempt
πεῖρα1|trial, attempt
πεῖραρ|end, limit
πεῖσα|effet de la persuasion, calme, repos,
πεῖσις|affection, susceptibility
πεῖσμα|ce qui lie,
πεῖσμα1|@
πεῖσμα2|@
πεῦσις|inquiry, question
πη|somewhere, anywhere
πηίσκος|child, son
πηγάζω|spring, gush forth
πηγάνινος|fait avec de la rue,
πηγάς|glaçon, glace,
πηγή|source,
πηγίον|spring
πηγανέλαιον|huile ou essence de rue,
πηγανίζω|être semblable à de la rue,
πηγανίτης|flavoured with rue
πηγανηρά|rueplaster
πηγανόεις|de rue,
πηγανόσπερμον|graine de rue,
πηγανώδης|like rue
πηγαῖος|de source, qui coule d'une source ou d'une fontaine,
πηγεσίμαλλος|à l'épaisse toison,
πηγιμαῖος|from a spring
πηγμάτιον|dim. de πῆγμα (toute chose fixée)
πηγυλίς|glacial, 
πηγόρρυτος|qui coule d'une source,
πηγός|well put together, solid, strong
πηδάλιον|steering-paddle, rudder
πηδάω|bondir, s'élancer,
πηδαλιουργική|of rudder-making
πηδαλιουχέω|tenir le gouvernail,
πηδαλιοῦχος|pilote,
πηδαλιωτός|muni d'un gouvernail ou d'un manche,
πηδαλιόομαι|to be furnished with a rudder
πηδαλιώδης|qui ressemble à un gouvernail,
πηδηθμός|see <lang="grc">πήδημα</grc>
πηδητής|sauteur,
πηδητικός|qui bondit,
πηδόν|blade of an oar
πηκτίς|objet formé par assemblage,
πηκτικός|sujet à se congeler,
πηκτός|stuck in, fixed
πηλάριον|dim. de πηλός (boue, argile)
πηλίκος|how great or large?
πηλαμυδεία|pêche du thon,
πηλαμυδεῖον|lieu où l'on pêche le thon
πηλαμύς|palamyde, sorte de thon appelé aussi
πηλαῖος|made of clay
πηλεύς|son of Peleus
πηλιάς|of or from Mount Pelion
πηλικότης|grandeur, quantité,
πηλοβάτης|mud-walker
πηλοδευστέω|make mortar
πηλοδομέω|construire avec du limon,
πηλοεψητής|coctiliarius, figulus
πηλοπατέω|trample in the mire
πηλοπατίδες|chaussures fortes pour marcher dans la boue,
πηλοπλάθος|qui façonne l'argile, statuaire de terre cuite,
πηλοπλάτων|Mud-Plato
πηλοποιέω|travailler l'argile,
πηλοποιία|potter's trade
πηλοστρόφιον|machine for kneading mortar, Stud.Pal..
πηλουργία|art de travailler la boue ou l'argile,
πηλουργός|potier, qui travaille l'argile,
πηλοφορέω|porter du mortier, être manœuvre,
πηλοφόρος|carrying clay or mortar
πηλούσιον|@
πηλούσιον1|@
πηλόγονος|né de la terre, de la boue,
πηλόδομος|bâti avec du limon,
πηλόπλαστος|fait de limon ou d'argile,
πηλός|clay, earth
πηλότροφος|nourri dans la fange,
πηλόχυτος|moulé avec de la boue,
πηλόω|couvrir de boue, se couvrir ou se salir de boue,
πηλώδης|boueux, fangeux,
πημαίνω|causer un dommage :
πημαντέος|deserving to be injured
πημονή|hostile
πηνέλοψ|sarcelle
πηνήκη|perruque,
πηνήκισμα|fraud
πηνίζομαι|tisser,
πηνίκα|at what precise point of time? at what hour?
πηνίον|to/
πηνηκίζω|tromper,
πηνοειδής|qui ressemble à un fil de trame,
πηνῖτις|la tisseuse,
πηξιθάλαττα|qui fait geler la mer
πηοσύνη|parenté par mariage, alliance,
πηρίν|le scrotum,
πηρομελής|aux membres estropiés,
πηρόδετος|qui sert à attacher la besace,
πηρός|estropié, privé de l'usage d'un membre,
πηρός1|disabled in a limb, maimed
πηρόω|estropier, mutiler, priver de l'usage d'un ou de plusieurs membres,
πηρώδης|maimed
πηρώνυμος|named after a wallet
πηχίζω|mesurer à la coudée,
πηχισμός|measuring by the cubit
πηχυαῖος|long, large, d'une coudée,
πηχύνω|prendre, porter ou tenir dans ses bras,
πηός|parent par mariage (beau-frère, parent acquis)
πιέζω|serrer, presser, étreindre :
πιέσιμος|pressing
πιαίνω|rendre gras,
πιαλέος|gras,
πιαντηριος|fattening
πιαρός|gras, fertile,
πιασμός|action d'engraisser, engrais,
πιβρᾶτος|privatus
πιγκέρνης|pincerna, cupbearer
πιδήεις|see <lang="grc">πιδακώδης</grc>
πιδακόεις|see <lang="grc">πιδακῖτις</grc>
πιδακώδης|full of springs
πιδακῖτις|de source,
πιδύω|sourdre, jaillir,
πιερία|from Pieria
πιεσμός|pression,
πιεστέος|to be pressed
πιεστήρ|presse, pressoir,
πιεστήριος|pressing, squeezing
πιεστός|compressible,
πιθάκνη|cask or jar
πιθήκειος|de singe,
πιθήκιον|petit singe,
πιθίας|jar-shaped comet
πιθανολογέω|parler d'une manière persuasive, donner des raisons spécieuses,
πιθανολογία|langage persuasif, raison spécieuse,
πιθανολογική|art of using probable or specious arguments
πιθανολόγημα|probable argument
πιθανολόγος|qui parle de manière à persuader, persuasif,
πιθανοποιέω|sharpen the wits of one
πιθανουργία|l'art de persuader, de rendre vraisemblable,
πιθανουργικός|qui concerne l'art de persuader, 
πιθανουργός|qui rend vraisemblable,
πιθανός|persuasive, plausible
πιθανότης|persuasiveness, plausibility
πιθανόω|rendre vraisemblable,
πιθηκίζω|play the ape
πιθηκιδεύς|jeune singe,
πιθηκισμός|singerie, cajolerie, ruse,
πιθηκοειδής|qui ressemble au singe,
πιθηκοφαγέω|se nourrir de singes,
πιθηκοφόρος|avec une figure de singe ou affublé d'une peau de singe,
πιθηκοῦσσαι|Ape-islands
πιθηκόμορφος|à figure de singe,
πιθοίγια|festival at the opening of casks
πιθοειδής|cask-shaped
πιθώδης|en forme de tonneau,
πιθών|see <lang="grc">πιθεών</grc>
πιθών1|@
πιθῖτις|en forme de tonneau,
πικράζω|taste bitter
πικρία|bitterness
πικρίδιον|endive, Cichorium Endivia
πικρίδιος|légèrement amer :
πικρίζω|avoir un goût d'amertume,
πικρίς|sorte de laitue amère,
πικραίνω|make sharp or keen
πικραντικός|disposed to bitterness.
πικρασμός|aigreur, haine,
πικρολογία|langage amer,
πικρολόγος|speaking bitter things
πικροποιός|causing bitterness
πικρόγαμος|dont les noces ou l'hymen sont amers,
πικρόγλωσσος|au langage amer,
πικρόκαρπος|aux fruits amers,
πικρόλωτος|lotus amer,
πικρός|pointed, sharp, keen
πικρότης|amertume, goût amer,
πικρόχολος|qui a une bile amère,
πικρόω|rendre amer, devenir ou être amer,
πιλάριον|bandage ou pommade pour les yeux,
πιλέω|compress wool, make it into felt
πιλίον|petit bonnet de feutre,
πιλητικός|propre à fouler :
πιλητός|made of felt
πιλιπής|sans la lettre
πιλλᾶτος|pilleatus, freedman
πιλνάω|approcher de, jeter contre,
πιλοειδής|qui ressemble à de la laine foulée,
πιλοποιία|felting
πιλοποιικός|good for felting
πιλοποιός|felt-maker, hatter
πιλοφορέω|porter un bonnet de feutre,
