<ανά>γνωστος	hard to read
προσανακάμπτω	go backwards and forwards
προσανακαθίζω	sit up straighter
προσανακαθαίρω	purify in addition
προσανακεράννυμαι	to be mixed up
προσανακεφαλαιόομαι	recapitulate further
προσανακλάω	bend upwards
προσανακλίνω	lean against
προσανακρίνω	inquire further
προσανακόπτω	beat up in addition
προσανακύπτω	to be reinvigorated besides
προσαναλέγω	collect besides
προσαναλαμβάνω	take in or receive besides
προσαναλύω	break up as well
προσαναμείγνυμι	mix with as well
προσαναμιμνήσκω	remind of
προσανανεόομαι	recall afresh to memory
προσαναξαίνω	stimulate as well
προσαναξηραίνω	dry up besides
προσαναπέμπλημι	fill besides
προσαναπέμπω	send up besides
προσαναπειράομαι	attempt
προσαναπλάσσω	mould upon
προσαναπυνθάνομαι	inquire besides
προσαναρρήγνυμι	lacerate in addition
προσανασείω	shake up or about besides
προσανασπάω	draw up besides
προσανατέμνω	cut off as well
προσανατενίζω	gaze at
προσανατρέχω	run up to
προσανατρίβω	rub upon or against
προσανατυπόω	mould further
προσαναφεύγω	withdraw, become displaced
προσαναχαλάω	relax as well
προσανευρύνω	dilate further
προσανεῖπον	declare, publish, order besides
προσανιμάω	draw up
προσανοικοδομέομαι	to be added for edification
προσαντάω	appear
προσανταποδίδωμι	retort, rejoin
προσαντεπιτάσσω	issue an order against in return
προσαντιβάλλω	collate
προσαντιβολέω	supplicate besides
προσαντιλαμβάνομαι	take hold of one another
προσαντλητέον	one must foment
προσαπάγω	lead off to prison or captivity, PCair. Zen.
προσαπαρτίζω	complete as well, LW
προσαπερείδομαι	press forcibly against
προσαποβάλλω	throw away or lose besides
προσαποβλέπω	turn one's eyes and look at
προσαπογραφή	additional registration
προσαποδίδωμι	pay as a debt besides
προσαποδείκνυμι	prove, demonstrate besides
προσαποδοτέον	one must add further
προσαποθλίβω	press against
προσαποκαθαίρω	cleanse further
προσαποκλύζω	wash off as well
προσαποκρέμαμαι	to be suspended from as well
προσαποκριτέον	one must answer with some addition
προσαπολαμβάνω	catch, take up as well
προσαπολούω	wash further
προσαπονέμω	add to
προσαποξύω	scrape off in addition
προσαποσείω	close
προσαποτρίβω	rub off upon
προσαποφέρω	carry off besides
προσαποφωνέω	declare besides
προσαποχρώννυμαι	to be coloured besides
προσαπτέον	one must apply or attach
προσαπτικός	fond of touching
προσαπόκειμαι	to be stored up as well
προσαπόλλυμι	destroy besides
προσαπόφημι	deny besides
προσαρήγω	assist besides
προσαρακτός	dashed against
προσαρθρόομαι	to be attached by joints
προσαριθμητέον	one must reckon in
προσαρκόω	fill with flesh first
προσαρμογή	fitting together
προσαρμόζω	fit to, attach closely to
προσαρτέον	one must administer
προσαρτής	attached
προσαρωγός	auxiliary
προσαρύομαι	draw as well
προσασκέω	exercise besides
προσασπάζομαι	salute besides
προσαστείζομαι	add wittily
προσασφαλίζομαι	make secure
προσατιμόομαι	suffer
προσαυαίομαι	to be dried or wither away upon
προσαυγάζω	look towards
προσαυδάω	speak to, address, accost
προσαυξητής	giver of increase
προσαυτέω	call to
προσαφίημι	let loose against
προσαφαιρέω	take away besides
προσαύλησις	accompaniment on the flute
προσαύξησις	additional growth
προσβάλλω	strike, dash against
προσβάρησις	lying heavy or pressing upon
προσβαίνω	put one's foot against
προσβαδίζω	approach
προσβαθύνω	make still deeper
προσβακχεύω	send Bacchic rage upon
προσβασανίζω	torture besides
προσβατός	accessible
προσβεβαιόω	confirm besides
προσβιάζομαι	compel, constrain
προσβιασμός	forcing, straining
προσβιαστέον	one must constrain
προσβιβάζω	cause to approach, bring near
προσβιόω	live longer or after
προσβλάπτω	hurt, harm besides
προσβλέπω	look at or upon
προσβλαβής	hurtful
προσβλασφημέω	abuse, insult besides
προσβλεπτέος	to be looked upon
προσβλητέον	one must apply
προσβλητός	added, affixed
προσβλύζω	lap against
προσβοάω	acclamo
προσβοήθεια	support, aid
προσβοηθέω	come to aid
προσβολή	application
προσβοτανίζω	weed in addition
προσβράσσω	throw up, dash against
προσβραχής	somewhat shallow
προσβώμιος	at the altar
προσγένημα	acquisition, addition
προσγίγνομαι	attach oneself to
προσγειτνιάω	to be neighbouring
προσγενής	akin
προσγιγνώσκω	learn in addition
προσγομφόω	rivet on
προσγράφω	write besides, add in writing
προσγραφή	enrolment
προσδέχομαι	receive favourably, accept
προσδέω2	@
προσδίδωμι	give or pay in addition
προσδατέομαι	assign
προσδείκνυμι	show besides
προσδεδοκημένως	as expected
προσδεκτέος	to be admitted
προσδετέον	one must bind on
προσδεχομένως	too accommodatingly
προσδημαγωγέω	win the favour of
προσδιίστημι	separate, dilate, widen further
προσδιαβάλλω	insinuate besides
προσδιαγράφω	pay in addition
προσδιαιρετέον	one must distinguish further
προσδιακριβόω	determine precisely in addition
προσδιαλέγομαι	answer in conversation or disputation
προσδιαλαμβάνω	consider as well
προσδιαληπτέον	one must hold, consider in addition
προσδιαμαχέω	contend with
προσδιανοητέον	one must consider besides
προσδιαπράσσω	achieve, obtain besides
προσδιασείω	excite, arouse besides
προσδιαστέλλω	distend further
προσδιασταλτέον	one must distinguish further
προσδιασύρω	satirize or ridicule besides
προσδιατείνω	distend further
προσδιατρίβω	have intercourse with
προσδιαφέρομαι	differ besides
προσδιαφορέω	act also as a diaphoretic
προσδιεγγυάω	give additional security for
προσδιερευνάομαι	explore, examine thoroughly besides
προσδιορίζω	define, specify besides
προσδιοριστέον	one must define or distinguish besides
προσδοκητέον	one must await or expect
προσδοκητός	expected
προσδοξάζω	add to opinion
προσδουλεύω	to be a slave besides
προσδυσχεραίνω	to be annoyed with
προσδόσιμον	supplementary order
προσδύνω	to be near setting
προσείλημα	wrapping
προσείρομαι	ask besides
προσείρω	annex, attach
προσεβάζομαι	reverence
προσεγγίζω	bring near
προσεγγράφω	carue on
προσεγείρω	lift up
προσεγκολάπτω	engrave in addition
προσεδαφίζω	made fast or solid
προσεδρευτικός	importunate
προσεδρικῶς	sedulo
προσεθισμός	habituation
προσεθιστέον	one must accustom
προσεικάζω	make like, assimilate
προσεισέρχομαι	come in as well
προσεισδέχομαι	receive in addition
προσεισκρίνω	introduce in addition into
προσεισοδιασμός	extra contribution
προσεκβάλλω	cast out besides
προσεκβοάω	call out at the same time
προσεκδίδωμι	give out by contract as well
προσεκδεκτέον	one must understand
προσεκθλίβω	squeeze out besides
προσεκκαθαίρω	clear up further
προσεκλεαίνω	triturate as well
προσεκλοιδορέω	revile besides
προσεκπλατύνω	smooth out further
προσεκπληρόω	fill up
προσεκπνέω	evaporate
προσεκπονέω	work out, finish besides
προσεκπρίαμαι	purchase besides
προσεκτέον	one must apply
προσεκτίθημι	exhibit or post up publicly in addition
προσεκτείνω	extend further
προσεκφοβέω	terrify besides
προσεκφυτεύω	plant as well
προσελαύνω	drive or chase to
προσελευστέον	one must go in for
προσελλείπω	to be still wanting
προσελπίζω	hope besides
προσεμβάλλω	throw or put into besides
προσεμβαίνω	step upon, trample on
προσεμβατεύω	continue dalliance
προσεμβλέπω	look into besides
προσεμβρέχω	moisten besides
προσεμβρεκτέον	one must moisten besides
προσεμβριμάομαι	threaten besides
προσεμπαίω	sting
προσεμπεδόω	confirm besides
προσεμπλάσσω	mix in
προσεμπολάω	gain by traffic besides
προσεμπονέω	cultivate besides
προσεμφέρω	to be like
προσεμφαίνομαι	appear to be in
προσεμφορητέον	one must put into
προσεμφράσσω	block up besides
προσεμφυσάω	inflate further
προσεμφυσιόω	impress in addition upon
προσεμφύω	implant in addition
προσενέχομαι	to be holden by, in the grip of
προσενίημι	inject as well
προσεναλείφω	smear in in addition
προσενδέχομαι	undertake as well
προσενδίδωμι	give way, yield
προσενεκτέον	one must apply, administer, offer
προσενθυμητέον	one must consider further
προσεννέπω	address, accost
προσεντάττω	insert besides
προσεντυγχάνω	meet with besides
προσεντυπόω	mould besides
προσενυβρίζω	abuse, maltreat besides
προσενυφαίνω	weave in besides
προσεξέρχομαι	come out to meet
προσεξαπλόω	unfold, explain besides
προσεξασκέω	practise besides
προσεξεργάζομαι	work out, accomplish besides
προσεξεταστέον	one must consider besides
προσεξευπορέω	to be still better prepared
προσεξορκίζω	adjure yet again
προσεξυβρίζω	maltreat besides
προσεξυφαίνω	weave in addition
προσεπέχω	appremo
προσεπί	in addition to
προσεπίτροπος	ringleader
προσεπανερέσθαι	ask besides
προσεπεκθλίβω	squeeze out in addition
προσεπεκτείνω	extend further
προσεπεμβάλλω	throw in, add besides
προσεπερωτητής	adstipulator
προσεπηχέω	increase resonance
προσεπιβάλλω	throw upon besides
προσεπιβλάπτω	injure further
προσεπιβλέπω	look for besides
προσεπιβλαστάνω	blossom besides or again
προσεπιβοάω	exclaim besides
προσεπιβοηθέω	come to help
προσεπιδέομαι	need besides
προσεπιδέχομαι	to be liable to besides
προσεπιδιίσταμαι	make another diastole
προσεπιδιαιρέω	dissect further
προσεπιδράσσομαι	grasp for oneself, appropriate besides
προσεπιζευγνύω	adjungo
προσεπιθετέον	one must add besides
προσεπιθλιπτέον	one must press, squeeze besides
προσεπικατάγω	bring into the calculation
προσεπικαταστρέφω	overthrow besides
προσεπικρίνω	select in addition by
προσεπιλαμβάνω	bandage something to something else
προσεπιλεαίνω	smooth further
προσεπιλιπαίνω	enrich yet more
προσεπιλοιμώττω	suffer from pestilence besides
προσεπιμασάομαι	chew as well
προσεπιμερίζω	allot, assign in addition, add
προσεπιμηχανάομαι	contrive besides
προσεπιμιμνήσκομαι	make mention of besides
προσεπινέμω	to be further distributed
προσεπινεύω	bend forward the head towards
προσεπιπάσσω	sprinkle upon
προσεπιπέμπω	send to besides
προσεπιπαρακαλέω	call in besides
προσεπιπλέω	sail towards or against
προσεπιπληρόω	stuff to repletion
προσεπιρραίνω	continue to pour forth
προσεπιρροφέω	gulp down in addition
προσεπισκεπτέον	one must consider further
προσεπισκοπέω	consider besides
προσεπιστεφανόω	crown besides
προσεπισυγκρίνω	add successively
προσεπισυνάπτω	adjungo
προσεπισυνετίζω	make more intelligible
προσεπιτέμνω	chisel away on the surface
προσεπιτίθημι	lay on besides
προσεπιτείνω	stretch still further
προσεπιτεχνάομαι	contrive besides
προσεπιτιμάω	reproach besides
προσεπιτρίβω	afflict or destroy besides
προσεπιτροπεύομαι	to be under guardianship longer
προσεπιφέρω	bear or produce besides
προσεπιφθέγγομαι	exclaim further
προσεπιφθονέω	grudge besides
προσεπιφωτίζω	throw a light upon as well
προσεπᾴδω	chant over
προσερέω	speak to, address, accost
προσερίζω	strive with or against
προσεργάζομαι	work besides
προσερείδω	plant or set firmly against
προσεσθίω	eat besides
προσετέον	one must admit
προσεταιρίζομαι	take to oneself as a friend, associate with oneself
προσετοιμάζω	make preparations
προσευλαβέομαι	guard against as well
προσευπορέω	procure or provide besides
προσευτελίζω	cheapen still more
προσευχή	prayer
προσεφάπτομαι	to be connected with, attached to as well
προσεφέλκομαι	draw after one besides
προσεχής	next to
προσεψία	intercourse
προσεωλίζομαι	become putrefied
προσεύχομαι	offer prayers or vows
προσεῖπον	speak to
προσζητέω	seek besides
προσζωννύω	gird besides
προσηγορέω	address
προσηγορία	friendly greeting, familiarity
προσηγορητικόν	appellative
προσηλιάζομαι	to be exposed to the sun
προσηλόω	nail, rivet, fix to
προσημερεύω	pass the day with
προσηρμοσμένως	fittingly
προσηχής	re-echoing
προσθέτης	accelerating
προσθήκη	addition, appendage, supplement
προσθαγενής	previous
προσθαρσέω	have confidence in
προσθαυμάζω	wonder at
προσθαφαίρεσις	addition or subtraction as required
προσθαφαιρέω	add or subtract as required
προσθεάομαι	behold
προσθεμέλιον	additional foundation
προσθετέον	one must add
προσθετικός	adding: repletive
προσθεωρητέον	one must consider besides
προσθλίβω	press or squeeze against
προσθυραῖος	door-keeper
προσιζάνω	sit by or near
προσινής	infestus
προσιππεύω	ride up to, charge
προσιπόω	appremo
προσιστορητέον	one must narrate further
προσιτέον	one must go to or approach
προσκάμνω	work longer
προσκήνιον	entrance of a tent
προσκήπτω	presignify, forebode
προσκαίω	set on fire or burn besides
προσκαθέψω	boil in addition
προσκαθίζω	sit down by or near
προσκαθίννυμαι	cause to sit down besides
προσκαθίστημι	supply
προσκαθαίρω	purify in addition
προσκαθεδρία	blockade
προσκαθιερόω	consecrate in addition
προσκαθοσιόω	sanctify, consecrate
προσκαινόω	renew by addition
προσκαλέω	call on, summon
προσκαλεύω	dig out first
προσκαλινδέομαι	spend one's time among, haunt
προσκαρτερητικῶς	painstakingly
προσκαρφόω	attach with nails
προσκατάβλημα	that which is paid besides
προσκαταβάλλω	deposit besides
προσκαταβαίνω	descend besides
προσκαταβλάπτω	damage as well
προσκαταγιγνώσκω	condemn besides
προσκαταδεσμέω	tie up besides
προσκατακλίνομαι	recline beside
προσκαταλαμβάνω	fasten down to
προσκαταλεπτύνω	reduce, attenuate further
προσκαταλλάττομαι	become reconciled besides
προσκαταμανθάνω	learn in addition
προσκαταμετρέω	measure out
προσκαταξύω	engrave or embroider upon
προσκαταπίμπραμαι	to be burnt down besides
προσκαταπλάσσω	apply as a plaster
προσκαταράομαι	curse besides
προσκατασκευαστικός	proving in addition
προσκαταστρέφομαι	subject to oneself besides
προσκαταφυτεύω	plant in addition
προσκαταχωρίζω	credit in addition, add
προσκατειλέω	wrap up against
προσκατεργάζομαι	accomplish besides
προσκατερείδομαι	to be pressed down besides
προσκατηγορέω	accuse besides
προσκατορθόω	set up or establish besides
προσκενωτέον	one must evacuate besides
προσκενόω	empty, evacuate besides
προσκεπαστής	protector
προσκεφάλαιον	cushion for the head, pillow
προσκηδής	bringing into alliance or kindred
προσκηρύσσω	proclaim also
προσκιγκλίζομαι	wag one's tail
προσκιθαρίζω	accompany on the lyre
προσκινέομαι	move to or towards
προσκιχρῶ	accommodo
προσκλάομαι	to be shattered or shivered against
προσκλίνω	cause to lean against, place against
προσκλείω	accludo
προσκλυστέον	one must lave
προσκογχυλίζομαι	gargle
προσκοινωνέω	to be partaker
προσκοινόομαι	to be similarly attached
προσκολλάω	glue on or to
προσκολλίζομαι	attach
προσκομιδή	oblation
προσκομιστέον	one must administer
προσκομιστικός	of or for conveyance
προσκοπή2	@
προσκοπητέον	one must consider beforehand
προσκορής	satiating, palling, tedious
προσκορίζομαι	annoy, tease
προσκοτέω	darken or cloud over beforehand
προσκουφίζομαι	to be relieved
προσκρίνω	adjudge or award
προσκρατύνω	strengthen additionally
προσκρουστέον	one must give offence
προσκτάομαι	gain, get
προσκυλινδέομαι	roll to
προσκυνητέον	one must worship
προσκυνητέος	adoranda
προσκυνητήρ	faldstool
προσκυνητός	to be worshipped, worshipful
προσκυρέω	reach, arrive at
προσκόλλημα	agglutination
προσκόπτω	strike
προσκόσμημα	additional ornament
προσκόσμησις	additional decoration
προσκύλλω	molest before
προσκύνημα	act of worship
προσκύρωσις	confirmation
προσλέχομαι	lie beside
προσλαλιά	affatus
προσλαμβάνω	take or receive besides
προσλειτουργέω	serve as well
προσλειόω	grind further
προσληπτέον	one must add
προσλιμενίζομαι	run into harbour
προσλιπάρησις	perseverance in
προσλιπαρέω	keep close to
προσλογίζομαι	reckon or count in addition
προσλογεύω	exact in addition
προσλογισμός	encroachment
προσλογιστέον	one must reckon in addition
προσλυμαίνομαι	destroy besides
προσμάρτυρος	in aspect with
προσμάω	a
προσμέμφομαι	blame besides
προσμένω	bide, wait
προσμαθητέον	one must learn besides
προσμαρτύρομαι	call as witness
προσμείγνυμι	make to reach or touch
προσμεταδίδωμι	communicate as well
προσμετεωρίζω	raise besides or further
προσμηκύνω	provide as an extension, add
προσμηχανάομαι	to be cunningly fastened to or upon
προσμηχανητέον	one must contrive besides
προσμοιχεύω	commit adultery in addition
προσμολυβδοχοέω	attach by soldering
προσνέμω	allot, assign, dedicate to
προσνήχομαι	swim towards
προσνίσομαι	come or go to
προσνεμητέον	one must allot
προσνεύω	incline or bend towards
προσνοέω	observe
προσξενολογέω	detail
προσξηραίνομαι	become dry besides
προσοίκειος	suitable
προσοδάρχων	treasurer
προσοδιάζω	receive as income
προσοδιακός	processional
προσοδοποιός	law-court official, summoner
προσοικέω	dwell by or near
προσοικίζω	found near or beside
προσοικειόω	assign to
προσοικοδομέω	build besides
προσοικοδομία	building of an annexe
προσοιμέομαι	approach
προσοιστέος	to be added to
προσοκέλλω	run
προσομιλέω	hold intercourse with, associate with
προσομιλία	association
προσομοιόω	compare
προσομολογέω	concede or grant besides
προσομόργνυμαι	wipe off upon
προσονομαστέον	one must apply the name
προσονυμάσδεσθαι	to be surnamed
προσοπτάω	bake in addition
προσορίζω	include within boundaries, add to a dominion
προσορμίζω	bring
προσορμιστήριον	anchorage
προσοφλισκάνω	owe besides
προσοχή	attention
προσοχθίζω	to be wroth with
προσοχθισμός	offence
προσοψίδιον	faciale
προσπάρειμι	to be present with besides
προσπάσχω	experience in addition
προσπέλασις	bringing or coming near
προσπέρδομαι	break wind at
προσπήγνυμι	fix to or on
προσπίτνω	fall upon
προσπαίζω	play or sport with
προσπαθής	impressionable
προσπαιστέον	one must amuse oneself with
προσπαλαίω	wrestle or struggle with
προσπαρίσταμαι	bring to one's side, subdue besides
προσπαραβάλλομαι	dish up as well
προσπαραδίδωμι	hand over besides
προσπαραδείκνυμι	point out as belonging to
προσπαρακαλέω	call in besides, invite
προσπαραλαμβάνω	employ as well
προσπαραληπτέον	one must include
προσπαραμυθέομαι	urge or exhort besides
προσπαρατίθημι	append, attach
προσπαραφύομαι	to be attached at the side
προσπαραχωρέω	give up as well
προσπαρεμβάλλω	throw in besides
προσπασσαλεύω	nail fast to
προσπαστέον	one must sprinkle upon
προσπειράζω	make an attempt besides
προσπελάζω	cause to approach, bring near to
προσπεποιημένως	dissimulanter
προσπερίκειμαι	envelope besides
προσπεριβάλλω	put round besides
προσπερικόπτω	wheedle one out of in addition
προσπεριλαμβάνω	embrace or include besides
προσπερμεία	ritual sprinkling with corn-seed
προσπεφυκότως	clinging to
προσπηλόω	close with clay
προσπιέζω	press besides
προσπικραίνω	become angry with
προσπιπράσκω	sell besides or at the same time
προσπλήσσω	strike
προσπλεκτέον	one must add, mix in
προσπλεονάζω	to be specially frequent or prevalent
προσπληρόω	fill up or complete
προσπνέω	blow or breathe upon, inspire
προσποίημα	that which one takes to oneself unduly, pretence, assumption
προσποίησις	taking something to oneself, acquisition
προσπογγίζω	sponge beforehand
προσποιέω	make over to, add or attach to
προσποιη<σί>σοφος	making a pretence of wisdom
προσποιητής	simulator
προσπονέομαι	labour, toil
προσπρίασθαι	buy besides
προσπταίω	hurt by striking against
προσπτυγμάτιον	small compress or pad
προσπτύω	spit upon
προσπυριάω	foment as well
προσπωλέω	sell besides
προσπόρισμα	corollary
προσρήγνυμι	dash or beat against
προσραντέον	one must besprinkle
προσραπτέον	one must sew on
προσρητέος	to be addressed, called
προσρητός	accosted, belonging to salutations
προσριζόφυλλος	with sessile leaves
προσρυθμίζω	adapt, accommodate
προσσέβω	worship, honour besides
προσσαίνω	fawn upon, coax
προσσεύω	rushing upon
προσσημειόω	brand in addition
προσσιελίζω	spit upon
προσσιτέω	feed also on
προσσκάπτω	throw up earth about
προσσκέλλω	grow dry in
προσσκαλεύω	to have one's teeth scraped
προσσκηνέω	to be adjacent
προσσπάομαι	to be contracted
προσστέλλω	bring close to
προσσταλτικός	reducing
προσστρώννυμι	place additional foundation-courses in
προσσυγχωρέω	agree in addition
προσσυλάω	steal or carry off in addition
προσσυλλαμβάνω	join or add to
προσσυμβάλλομαι	contribute to besides or at the same time
προσσυνάγω	collect in addition, Yale Classical Studies
προσσυναποβάλλω	lose besides
προσσυνεργέω	work with as well
προσσυνοικίζω	give
προσσυντελέω	finish in addition
προσσυρίζω	give a signal to
προσσφάζω	slay at
προσσφραγίζω	seal as well
προσσχητέον	one must attend
προστάσσω	place or post at
προστάτης	one who stands before, front-rank man
προστέλλω	sends him forth as a champion
προστέμνω	cut also
προστήκομαι	stick fast to, cling to
προστίζιος	former, earlier
προστίθημι	put to
προστακτέον	one must order
προστατέω	ruleover, lord it over
προστατευτικός	of or for exercising authority
προστατικός	of or for a
προσταφιδόομαι	to be converted into raisins before
προστεγαστήρ	provisional roofing
προστειχίζω	include in the city-wall
προστεκμαρτέος	to be noticed besides
προστελέω	pay besides
προστερνίδιον	covering or ornament for the breast
προστηθίδιος	breast-ornament
προστηθίς	ball of the foot
προστιμάω	award further penalty
προστοχάζομαι	predict
προστρέπω	turn towards
προστρέφω	bring up in
προστρίβω	rub on or against
προστρατεύω	serve as soldiers before
προστρατηγέω	hold office of
προστρεβλόω	torture first
προστρουθίζω	clean beforehand with
προστροχάζω	run to
προστροχαστής	obsequious person, sycophant
προστρωννύω	prosterno
προστρόπαιος	turning oneself towards
προστυγχάνω	obtain one's share of
προστυχής	engaged in or acquainted with
προστύφω	thicken beforehand
προσυβρίζω	maltreat besides
προσυγγίγνομαι	have an interview with
προσυγγράφομαι	write out before
προσυγχρίω	anoint beforehand
προσυζεύγνυμι	yoke together beforehand
προσυλάκτησις	carping
προσυλλέγομαι	assemble before
προσυλλογιστέον	one must use a prosyllogism
προσυμβαίνω	happen before
προσυμβιβάζω	accommodate beforehand
προσυμνέω	sing besides
προσυμναῖος	of Prosymna
προσυνάγω	arrive at a total beforehand
προσυναίρεσις	antecedent aggregation
προσυναθροίζομαι	assemble together beforehand
προσυνοικέω	cohabit or live as wife with before
προσυντάσσω	arrange beforehand
προσυντελέω	complete before
προσυντρίβω	break in pieces before
προσυπακουστέον	one must understand, supply in thought
προσυπαρκτέον	one must prescribe besides
προσυπεμφαίνω	indicate besides
προσυπερέχω	project beyond
προσυπερβάλλω	surpass
προσυποβάλλω	place under, submit besides
προσυποδεικτέον	one must show besides
προσυποκλίνω	place underneath
προσυπολαμβάνω	suppose besides
προσυπολογίζω	subtract besides
προσυπομιμνήσκω	remind
προσυπομνηστέον	one must mention besides
προσυπονοητέον	one must note besides
προσυποστρώννυμι	spread underneath
προσυποτάσσω	subjoin besides
προσυποτίθημι	put underneath besides
προσυριγγόομαι	to be channelled, provided with a cavity beforehand
προσυστέλλομαι	to be drawn up beforehand
προσυφάπτω	fix on beneath
προσυφόω	raise still higher
προσφάγιον1	@
προσφάγιον2	@
προσφέρω	bring to or upon, apply to
προσφερής	similar, like
προσφευκτέον	one must be liable to a prosecution besides
προσφεύγω	flee for refuge to
προσφθέγγομαι	call to, address
προσφθεγκτήριος	accosting
προσφθεγκτός	addressed, saluted
προσφιλέω	approach so as to kiss
προσφιλής	dear, beloved
προσφιλονεικέω	vie with
προσφιλοσοφέω	speculate further upon
προσφιλοφρονέομαι	make affectionate overtures to
προσφλεγμαίνω	inflame as well
προσφορά	bringing to, applying
προσφορία	approach
προσφραγίζω	seal beforehand
προσφυής	firmly attached by growth
προσφυγή	refuge, asylum
προσφυράω	mix in
προσφυτεύω	plant besides
προσφωνέω	call or speak to, address
προσφωνητέον	one must address
προσφύγιον	refuge
προσφύρω	bedabble
προσφύω	cause to grow to
προσφώνημα	that which is addressed
προσφώνησις	addressing, address
προσχάραιος	offered before the hearth
προσχίζω	slit before or in front
προσχαρακτηρικῶς	as extension of character
προσχαρισμός	arrogatio
προσχεθεῖν	hold before
προσχειμάζω	winter
προσχειρουργέω	accomplish in addition
προσχηματίζομαι	make a pretext
προσχολάζω	study formerly with
προσχορεύω	dance to the sound of
προσχορηγέω	supply in addition
προσχρηστέον	one must use besides
προσχρῄζω	require or desire besides
προσχωρέω	go to, approach
προσχόλιον	ante-room of a school
προσχύτης	profusor
προσχώννυμι	heap upon
προσψύχω	blow cold
προσωπεῖον	mask
προσωπικῶς	in respect of grammatical person
προσωποποιέω	compose by means of
προσωποποιία	dramatization, the putting of speeches into the mouths of characters
προσωποποιός	mask-maker
προσωποῦττα	vessel with a face
προσωτέρω	further on
προσωφελητέον	one must assist
προσόζω	smell of, be redolent of
προσόψημα	anything eaten with or besides
προσύμβολον	prognostic
προσύνειμι	to be cohabiting with already
προσύπειμι	underlie in addition
προσᾴδω	sing to
προσῳδής	swollen
προσῳδία	song sung to instrumental music
προσῳδός	singing or sounding in accord, harmonious
προτάσσω	place or post in front
προτέγισμα	eaves
προτέλεια	previous payment, advance
προτέλειος	before a ceremony of initiation
προτέλευτος	penultimate
προτέμνω	cut off beforehand
προτέρω	further, forwards
προτέταρτον	on the fourth day before
προτίθημι	set before, set out
προτακτέον	one must place in front or before
προταλαιπωρέομαι	suffer beforehand
προταμιεῖον	room before a storeroom
προταρβέω	fear beforehand
προταριχεύω	salt or pickle beforehand
προτατέον	one must use as a
προτείνω	stretch out before, hold before
προτεκνόω	have issue previously
προτελέω	pay or expend beforehand
προτελειόω	perform preliminary initiation
προτελευταῖος	second-last
προτεράσιος	on the previous day
προτερικόν	prior claim
προτεχνόομαι	to be trained already
προτηρέω	watch carefully
προτιμάω	honour
προτιμητέον	one must prefer before
προτινάσσω	set in movement first
προτιτλόω	entitle
προτιόσσομαι	look at or upon
προτολμάομαι	to be first ventured or risked
προτομή	front part cut off
προτομαφόρος	imaginifer
προτρέπτης	one who admonishes or exhorts
προτρέπω	urge forwards
προτρέχω	run forward or forth
προτρίβω	rub up or powder beforehand
προτραχύνω	roughen, scrape first
προτρεπτικός	hortatory
προτριακάς	th day of the month
προτροπή	exhortation, encouragement
προτρυγάω	gather the vintage in advance
προτρύγησις	early vintage
προτυγχάνω	happen or be before
προτυμβίδιος	before the tomb
προτυπόω	form or mould beforehand
προτόνιον	piece of temple-furniture
προτύπτω	press forward
προυγραίνω	moisten first
προυδροποτέω	drink water first
προυιωνός	great-grandson
προυλακτέω	bark in defence of
προυνικία	lewd conduct
προυπάγομαι	lead on
προυπάρχω	take the initiative in
προυπέρχομαι	to be moved first
προυπακουστέον	one must understand
προυπακούω	obey before
προυπαλείφω	anoint beforehand
προυπαλλάττω	mortgage previously
προυπαντάω	advance to meet
προυπαρχή	previous service
προυπεκλύω	loosen or weaken beforehand
προυπεξέρχομαι	go out secretly before
προυπεξορμάω	rush out before
προυπεργάζομαι	prepare beforehand
προυπεργασία	preparation, previous defence of what one is going to say
προυπερείδομαι	to be sustained
προυπεροχή	protuberance above
προυπεύθυνος	previously subject or liable
προυπηρετέω	serve previously
προυπισχνέομαι	promise before
προυποβάλλω	put under first
προυποβρέχω	moisten beforehand
προυπογράφω	sketch out, indicate before
προυπογραφή	previous sketch, outline
προυποδείκνυμι	explain beforehand
προυποθετέον	one must assume in advance
προυποκατασκευή	foretaste
προυπολαμβάνω	assume beforehand
προυπομνηματίζομαι	previous commentators
προυποπάσσω	strew under before
προυποπτεύω	suspect before
προυπορρίπτω	cast under first
προυποσπείρω	sow beforehand
προυποστέλλομαι	use abstinence first
προυποστικτέον	one must punctuate before
προυποστρώννυμι	strew or put under before
προυποστυφή	astringent, hardening process
προυποτάσσω	place under
προυποτέμνω	cut away from under before
προυποτίθημι	set under before
προυποτοπέω	suspect before
προυποτρέφω	bring up before
προυποτυπόομαι	to be sketched in outline before
προυποφαίνω	indicate beforehand
προυποφεύγω	escape secretly before
προυποχέω	pour under before
προυποχρίω	smear underneath before
προυπτιάζω	elate first
προυπόκειμαι	to be put under before
προυπόσχεσις	previous promise
προυσέληνος	@
προυσέληνος1	@
προυστέλλιον	armo
προυφίσταμαι	presuppose
προυφαιρέω	snatch
προυφαρπάζω	snatch beforehand
προφάνεια	eminence, distinction
προφέρω	bring before or to
προφήτευμα	prophecy, oracular utterance
προφήτης	one who speaks for a god and interprets his will
προφαίνω	bring to light, show forth, manifest
προφαγεῖν	eat before
προφανής	foreseen
προφασίζομαι	allege by way
προφασιστέον	excuses must be made
προφερής	carried before, placed before, excelling
προφεύγω	flee forwards, flee away
προφητεία	gift of interpreting the will of the gods, gift of prophecy
προφητεύω	to be a
προφθείρω	seduce before
προφιλιόομαι	to be treated as a friend first
