<ανά>γνωστος	hard to read
τριακοσιόχους	bearing three-hundredfold
τριακοστόπεμπτος	thirty-fifth
τριακόντακις	thirty times
τριακόστ[ια	rites performed on the thirtieth day after a funeral
τριαν[τέτης	thirty years old
τριανδρικὸν	triumuirate
τριατέτταρα	mina
τριαύχην	with three necks
τριαῦλαξ	three-pronged
τριβήν	tripod
τριβαία	a mortar
τριβανόω	wear away, consume
τριβικός1	founded on practice
τριβολεκτράπελος	in coarse rude jests
τριβολοειδῶς	like a
τριβωνιώδης	like a
τριβωνοφόρος	wearing a
τριβωνώδης	like a
τριγλίζω	giggle
τριγχός	(Gloss.)
τριγωνοκράτωρ	ruler of a zodiacal triangle
τριγωνοκρατορέω	rule a zodiacal triangle
τριγόλας	fish
τριδέσποτος	with three masters
τριδύναμος	of three powers or faculties
τριετήρης	in his third year
τριημίπηχυς	a cubit and a half long
τριημίς[εον]	one and a half
τριημιαρτάβιον	one and a half artabae
τριημικοτύλιον	a measure of
τριημιπλίνθιον	a brick and a half
τριημῖστατῆρα	a stater and a half
τριηριτεύω	row in a trireme
τριηριτικός	of or like a trireme
τριηροποιικός	of or for trireme-building
τριθάλασσος	of three seas, touching on or connected with three seas
τριθαλής	thrice-blooming
τριθημέρη	three days ago
τριθημερινός	nudiustertianus
τρικέρβερος	a threefold Cerberus
τρικαλάμιος	involving three reeds
τρικλιναρχία	directorship of feasts
τρικλινιάρχης	tricliniarches, director of a feast
τρικλινικός	for a
τρικυλίνδητος	thrice-rolled
τρικωμία	group of three villages
τρικόκκια	terniones, tuberes
τρικόλλυβον	a three
τρικόνητος	thrice descerving to be killed
τρικώλιος	three-limbed
τρικώμαρχος	chief official of a
τριλγλώχις	three-barbed
τριλογέω	use
τριμάτιον	measure of three
τριμάχιον	tricamachion
τριμήσιον	tremis
τριμίγματος	consisting of a mixture of three ingredients
τριμαστιγίας	trimastigia, = triverbero
τριμηνία	space of three months
τριμιτάριος	maker of
τριμματολογέω	smooth, polish
τρινήσαρχος	lord of three islands
τριξέλλας	gryllus
τριοδέομαι	to belong to a tertiary series
τριοδήιος	belonging to Hecate
τριοδία	meeting of three roads
τριολύμπιος	consisting of three Olympian goddesses
τριονία	team of three donkeys
τριοττίς	three
τριούγκιον	a weight of three unciae
τριούμβουρα	triumvirum capitalem
τριοῦχος	containing three or the
τριπάλαιος	very old
τριπάλαστος	three hands broad, long
τριπάνουργος	triply base, an arch-rogue
τριπέρυσιν	years ago
τριπαγισμός	page of three columns
τριπανάγορσις	three-day festival
τριπλανήτης	much-wandering
τριπλασιεπίπεμπτος	times as great
τριπληγόνος	producing a triplet
τριπλοκία	triplicity, threefold division
τριπλόη	triplicity
τριποδίζω	tripedo
τριποδαβάκιον	three-legged stand
τριποδηφόρος	stamped with the device of a tripod
τριποδοειδής	tripod-shaped
τριπολία	committee representing three cilies
τριπτέον	one must rub or grind
τριπτήριον	rubbing tool
τριπόδειος	three-footed
τριπόδιος	three-footed
τρισέχθιστος	thrice-detested
τρισήμερος	tertian
τρισαρειοπαγίτης	an Areopagile thrice over
τρισατ]υχής	thrice-luckless
τρισβδέλυρος	thrice-abominable
τρισεξάγιστος	thrice-accursed
τρισεξώλης	thrice-accursed
τρισεπιβάρβαρος	thrice-barbarous
τρισκαιδεκάκις	thirteen times
τρισκατάπτυστος	thrice-abominable
τρισκελίς	three-pronged fork
τρισμέγιστος	thrice-greatest
τρισοῦφος	containing three
τρισπερίοδος	thrice a
τρισπυθιονίκης	winner of three victories in the Pythian games
τρισσάκις	thrice
τρισσαχῆ	in three places
τρισσόζωος	with three lives
τριστάτηρος	worth three staters
τρισυλλαβία	compass of three syllables
τρισχημάτιστος	trischematisti dactylici
τρισχιλιέτης	of three thousand years
τρισχιλιοτρισμύριοι	thirty-three thousand
τρισύνθετος	compounded of three elements
τριταρτημόριον	three quarters of an obol
τριτευτής	distributor of
τριτεύς	third part of a
τριτεύω	hold the office of
τριτολογέω	have one third of one's property confiscated
τριτοπατέρες	ancestors
τριτοπατρῆς	divinities worshipped by
τριττύαρχος	chief of a
τριτωνίσκος	small figure of a Triton
τριτωνιὰς	Tritonis
τριτῳδέομαι	to be tertiary
τριυίωνος	trinepos
τριφόρος	bearing thrice
τριφύλακος	containing three watches
τριχάρακτος	divided in three places
τριχία	rope
τριχαλκία	tax of three
τριχαστός	capable of trisection
τριχοκοσμητής	hairdresser
τριχομανές	water-wort, Asplenium Trichomanes
τριχορία	triple chorus
τριχοτομέω1	@
τριχοτομέω2	@
τριχοφορέω	to be bristly
τριχοφυέω	grow or get hair
τριχοφόρος	bristly
τριχόδεσμος	hair-band
τριχόθεν	from three sides or places
τριωβολεῖος	amounting to three obols
τριωβολιμαῖος	worth three obols, worthless
τριωνυμία	a having three names
τριύφαντος	with triple web
τριώνυμος	having three names
τριώριον	three hours
τριᾶς	triens
τριᾶς2	triens
τριῳδέομαι	to be tertiary
τριῶλαξ	measuring three furlongs.
τροια	hoc subtement
τρομαλεόφωνος	with trembling voice
τρομητός	trembling, moderately boiled
τρομικός	trembling, = tremibundus
τρομοποιέω	tremefacio
τρομοποιός	causing fright
τρομός2	trembling, unsteady
τροπήιον	press
τροπαικιαῖος	amounting to
τροπαικόν	a half-denarius
τροπόλογος	reciter
τροπός1	twisted leathern thong
τροπόω1	@
τροπόω2	@
τροφεία	service as wet-nurse
τροφεία1	service as wet-nurse
τροφεῖα	pay for rearing and bringing up, wages of a nurse
τροφεῖα2	pay for rearing and bringing up, wages of a nurse
τροφητικός	concerning maintenance
τροφικός	nursing, tending
τροφιμαῖος	reared at home:
τροφιμότης	nutritiousness
τροφόφορος	nourishing
τροφώ	nurse
τροφῖτις	providing for aliment
τροχάδια	walking-shoes
τροχάς	gallicula
τροχάω	revolve
τροχή	course
τροχίας	courier, messenger
τροχίμαλλον	heap of stones
τροχαδάριος	shoemaker
τροχαιοειδής	trochaic
τροχαιοχόρειος	trochee and tribrach
τροχαλίζω	roll along
τροχαλεῖον	globe or sphere
τροχαστής	one who works a water-wheel
τροχειλέα2	@
τροχεύομαι	rotor
τροχιάζω	roto, rotor
τροχιαμβικός	consisting of trochee and iambus
τροχιαῖος	worked by a wheel
τροχικός	granulated
τροχιλεία	block-and-tackle equipment, pulley or system of pulleys, roller of a windlass
τροχιλεῖον	pulleyblock, pulley
τροχοδινέομαι	whirl or roll round
τροχός1	@
τροχός2	@
τρούβλιον	cup. bowl
τρυγάνη	tribula
τρυγήσιμος	ripe for gathering
τρυγερός	full of lees
τρυγητήριον	wine-press
τρυγητικός	of or for the vintage
τρυγηφάνιος	second
τρυγοδίφησις	diving into lees
τρυγοιπέω	strain wine
τρυγοσώματος	wasting the body
τρυγόζω	Philologische Abhandlungen Martin Herz . . dargebracht
τρυλίζω	gurgle
τρυλισμός	gurgling
τρυπαλώπηξ	a fox that penetrates anywhere, sly knave
τρυπανία	thong for working a
τρυπανίζω	bore through
τρυπανικός	of trepanning
τρυπανοειδής	like an auger
τρυπανοῦχος	handle of a borer
τρυπανώδης	piercing
τρυπητέον	one must bore
τρυφεραίνομαι	to be fastidious
τρυφεροστήμων	of delicate warp or texture
τρυφερωδῶς	delicately
τρυφερόφθαλμος	with weak eyes
τρυφερόχρως	of tender skin or hue
τρυφοκαλάσιρις	a soft, costly woman's garment
τρωίαθεν	from Troy
τρωίτης	native of Troia
τρωγάλια	fruits eaten at dessert, figs, nuts
τρωγλοδύνων	creeping into a hole
τρωγλύδριον	a small hole
τρωγοδύται	belonging to the
τρωγοδύτις	Cave-dwellers
τρωιάς	Trojan
τρωτέον	one must wound
τρόμος1	trembling, quaking, quivering
τρόπαλις	bundle, bunch
τρόπηξ	the handle of an oar, an oar
τρόπος2	turn, direction, way
τρόφιον	aliment, maintenance
τρόχιμος	running, hastening
τρόχωσις	circular motion
τρύγημα	crop
τρύγινον	made from lees
τρύγος	Cat. Cod.Astr.
τρύγω	dry
τρώμα2	wound
τρώξ	gnawer
τρώξανον	twig
τρᾶχος	duretum
τρῦμα	hole
τρῦπα	hole
τρῳαδεύς	dweller in the Troad
τυκάνη	an instrument for threshing
τυληρός	callous
τυλιγμός	wrapping
τυλοειδής	like a lump or callus
τυλοπλόκος	mattress-maker, Agegyptus
τυλοπροσκεφάλαιον	capitale pilentum
τυλόεις	callous, knobby
τυμβάς	sorceress, witch
τυμβεία	burial
τυμβοφάντης	one who shows a tomb, An.Ox.
τυμβοχόη	the throwing up a cairn or barrow
τυμβόω	decrepitus
τυμπανάριος	drummer
τυμπανίας	is stretched tight like a drum
τυμπανεύς	hollow drum, barrel
τυμπανοτερπής	delighting in drums
τυμπανοτρίβης	drummer
τυμπανόομαι	to be stretched tight like a drum
τυμωλίς	@
τυμωλίς1	@
τυντλώδης	muddy
τυπάριον	small figure, image
τυπίας	hammered, wrought
τυπίδιον	a little model
τυπητός	beating of the breast
τυπουργία	forming, modelling
τυπτητέος	to be beaten
τυράλφιτον	cheese-cake
τυράννησις	tyranny
τυρίμνεια	festival of the god Î¤ÏÏÎ¹Î¼Î½Î¿Ï at Thyatira
τυρίτης	scriblita
τυρακίνης	cheese-cake
τυραννησείω	aspire to sovereignty
τυραννητέον	one must be tyrant
τυραννοδαίμων	tyrant more than human
τυραννοπολίτης	citizen under a tyranny
τυριάνθινος	of Tyrian-purple dye
τυρνες	luciolus
τυροβόλιον	cheese-basket
τυροκομέω	make cheese
τυροκομεῖον	cheese-crate, cheese-rack
τυροξόος	scraping cheese
τυροποιικός	of or for cheese-making
τυροπρασία	sale of cheeses
τυροπωλικῶς	like a cheesemonger
τυροτάριχος	a dish of cheese and salt fish
τυροτόμος	cutting cheese
τυροφορεῖον	stand for cheese-racks
τυρρηνικουργής	of Tyrrhenian or Etruscan work
τυρωτός	prepared with cheese
τυρόω	make into cheese, curdle
τυτώ	night-owl
τυφεδών	nonsense, humbug
τυφλίας	a venomous snake
τυφλίνης	blind
τυφλογενής	born blind
τυφλοπλαστέομαι	to be formed blind
τυφλοποιός	blinding
τυφλώψ	blind-eyed, blind
τυφοπλάστης	inventor of falsehood
τυφοπλαστέω	invent a falsehood
τυφοποιέω	construct an imaginary world
τυχιμαίως	by chance
τωθαστής	scoffer
τόκειος	for breeding
τόκιον	interest
τόλμιλλος	dare-devil
τόμος2	slice
τόνιος	'tractor' machines
τόπιον	field
τόρευσις	caelatura, Gloss.
τόρμα	wheel-rut
τόρος2	borer, drill
τόσακις	so many times, so often
τότε1	at that time, then
τύβαρις	salad, celery pickled in vinegar
τύλωμα	sole
τύλων	one with a callous hide
τύμβιος	in the tomb
τύξις	artifice
τύπης	striker
τύπιον	small model
τύρβασμα	trouble, confusion
τύριμνος	the god Î¤ÏÏÎ¹Î¼Î½Î¿Ï
τύρινος	of Tyrian purple
τύρμα	turma
τύροκλεψ	cheese-thief
τύρχη	furca, Gloss.
τύρωσις	cheese-making
τύφωσις	crazy vanity
τύχεια	genialia
τώθασμα	jeer, taunt
τᾶμον	to-day
τᾷδε	here
τ᾽	and.
τῆβαι	tebae
τῆγμα	colour, paint
τῆδε	@
τῆδε1	@
τῆλις	@
τῆλις1	@
τῖλος	a thin stool
τῖλος1	a thin stool
τῖφυς	nightmare
τῷ	therefore, in this wise, then
υυ	he
υφαίμων	containing blood
υἱοθετέω	adopt as a son
υἱοποιέομαι	adopt as a son
υἱοποιία	adoption as a son
υἱόθρεπτος	foster-son
υἷ	whither
υἷς	as far as
φάβα1	@
φάζαινα	disease
φάκηλος	the middle finger
φάκοψις	with moles or freckles on the face
φάκωσις	a being freckled
φάλαρον	boss or disc
φάλλαινα	whale
φάλος2	horn
φάναξ	lanterna
φάντωρ	one who displays
φάρ	far, spelt
φάργμα	enclosure, precinct
φάρινος	of cloth
φάρμακος1	poisoner, sorcerer, magician
φάρξις	fencing
φάρος2	@
φάρσωμα	ship's timbers
φάσιμος	denounced, informed against
φάσκον	fascis, bundle
φάσσιον	palumbina
φάτης	talker, liar
φάψ	wild pigeon
φέως	Poterium spinosum
φή2	@
φήλωσις	deceit
φίλαλμος	fond of leaping
φίλαυχος	boastful
φίλελπις	readily hoping, always hoping
φίλετνος	fond of pulse-soup
φίληβος	loving youth:
φίλιχθυς	fond of fish
φίλοθρεψ	dear foster-child
φίλος2	beloved, dear
φίλυβρις	fond of wanton violence
φίλωσις	six
φίμωτρον	instrument for stopping up
φαίκλα	faecula
φαβατάριον	tureen for lentil-soup
φαβοκτόνος	dove killer
φαγέσωρος	glutton
φαγεδαινόομαι	suffer from cancer
φαγεῖν	eat, devour
φαγολοίδορος	swallower of insults
φαγᾶς	glutton
φαείνω	shine, give light
φαεσφορέω	bring light
φαζάλη	disease
φαιδροείμων	in bright attire
φαιδρυντικός	of or for cleaning
φαιδρόνους	with bright, joyous mind, light-hearted
φαιδρόομαι	beam with joy
φαινίνδα	at ball
φαινοπροσωπέω	show one's face, put in an appearance
φαινοῦκλον	foeniculum
φαινόλη	paenula, thick upper garment, cloak
φαινόπους	with shining feet
φακεινοπώλιον	shop where lentil soup is sold
φακεψός	one who boils lentil soup
φακιάλιον	faciale) face-cloth, turban, towel
φακινᾶς	lentil-seller
φακοπώλιον	lentil-shop
φακουσιακός	from
φακόμελι	compound of lentils and honey
φαλάγγωμα	roller
φαλάντωμα	bald place
φαλίπτει	to be white
φαλαγγιάω	to be venomous
φαλαγκτήριον	block of wood
φαλακριάω	to be baldheaded
φαλακρόομαι	become bald
φαλαρισμός	tyranny, like that of Phalaris
φαλεροῦχος	phalera
φαλιόπους	white-footed
φαλκίδιον	the minimum share of an estate which must be left to the heirs under the Lex Falcidia
φαλλαγωγία2	carrying of the phallus
φαλλαγωγεῖον	platform or wagon used in the
φαλωτός	furnished with
φαλός1	white
φαμιλία	familia
φαμιλιάριος	familiaris
φαμιστός	famous
φανάπτης	lamplighter
φανδόν	openly
φανερομισής	openly hating
φανεροποίησις	illustration, explanation
φανεροποιέω	explain, reveal
φανερωτής	one who makes manifest
φανητιασμός	love of show and ostentation
φαντασιάζομαι	to be presented to the mind
φαντασιαστής	one who is fond of display
φαντασιώδης	fantastic
φαντικός	significant
φανόπτης	opening for light, window
φαρία	vessel
φαραγγόω	convert into gullies or ravines
φαρανίτης	native of
φαρανῖτις	a kind of amethyst found at
φαρετρίτης	member of a military club
φαρκίς	wrinkle
φαρκιδόομαι	to be wrinkled
φαρκτοομαι	guard oneself
φαρμακίων	pharmacist
φαρμακεία1	use of drugs
φαρμακεργάτης	apothecary
φαρμακευτέον	one must use a purge
φαρμακηρός	treated with preservatives
φαρμακικός	of or for a
φαρμακοδοσία	poisoning
φαρμακοθήκη	medicine-chest
φαρμακοποιέω	prepare dyes or colours
φαρμακοφόρος	producing drugs
φαρμακόμαντις	one who is at once
φαρμακός2	one sacrificed or executed as an atonement
φαρνάκειος	of Pharnaces
φαρσοφόρος	signifer, vexillarius
φαρυγίνδην	like a gulf
φαρυγγοτομία	laryngotomy
φασγάνω	slaughter with the sword
φασηλοειδής	like the
φασκία	fascia, bandage, strip
φασματιάω	see visions or hallucinations
φασματολογέω	to speak of prodigies.
φασματοφάνεια	spectral apparition
φατέον	one must say
φατικός	assertory
φατνίζομαι	to be kept at rack and manger
φατνωτός	coffered
φατός1	@
φατός2	@
φαυλορρημόνως	speaking evilly or ill
φαυλόβιος	living disreputably
φαυλόνους	ill-disposed
φαυροφόρος	clad in leathern coats
φαυστήρ	lamp or candelabrum
φαῖνοψ	bright-eyed, conspicuous
φαῦσιγξ	blister from burning
φειδαλφιτέω	to be sparing of barley
φειδιακός	made by Phidias
φειδώς	parsimonia
φεισμονή	sparing, mercy
φειστέον	one must spare
φελλάτας	stone
φελλεύω	float like a cork
φελλοχαλαστέω	loosen corks
φελλόδρυς	holm-oak, Quercus Ilex
φελλόπους	cork-footed
φελλώδης	of cork or bark
φενακικῶς	with a pun
φενακιστικός	cheating
φεννίον	a game of ball
φεννησία	office of
φεννῆσι	p-hn-n-Äse
φεράλιος	bringing sunshine
φερέβοτρυς	bearing bunches of grapes
φερέοινος	wine-bearing
φερέσταχυς	bearing ears of corn
φερβήτης	herdsman
φερεκλεής	renowned
φερεκράτειον	used by Pherecrates
φερεπονέω	endure toil or hardship
φερεπτόλεμος	warlike
φερεστέφανος	bringing victory
φερετρεύομαι	to be carried on a
φερωνυμέομαι	bear a name from
φετιάλιοι	Fetiales
φευκτέον	one must flee
φευκτικός	inclined to avoid
φευξιπ	avoiding trouble or toil
φεψαλόομαι	to be burnt to ashes
φεύγυδρος	shunning water
φηγών	oak-grove
φημοσύνη	oracular utterance
φθίδιος	perishable
φθίνα	mildew
φθαρσία	destruction
φθαστέον	one must anticipate
φθεγκτικός	vocal
φθειράριος	lousy
φθειρίαω	to be lousy
φθειρίζομαι	pick the lice off oneself
φθειρισμός	picking lice
φθειρογράφος	plaster
φθειροκομίδης	lousy fellow
φθειροκτονέω	kill lice
φθειροφάγοι	lice-eaters
φθισίφρων	destroying the mind
φθογγήεις	sounding
φθονητέον	one must envy
φθονόλετρος	enviously destructive
φθορεῖον	drug for producing abortion
φθορηγενής	breeding corruption
φθορικός	destructive
φθοώδης	consumptive
φιαλίτης	concerning a number of bowls
φιαλοβωμός	bowl-shaped altar or libation-table
φιαλομαντεία	divination by
φιαρύνω	make bright and clean
φιδίτης	member of a
φιλάγριον	bandage
φιλάρπαξ	fond of rapine, ravenous
φιλάρτεμις	lover of Artemis
φιλένδοξος	fond of the great, snobbish
φιλέντολος	loving the commandments
φιλέρισττος	pertinax
φιλήρεμος	lover of silence
φιλήσυχος	fond of rest, peaceful
φιλήτης1	thief
φιλίδρως	loving sweat or toil
φιλίππῳ	to be crowned together
φιλίωσις	making friendly
φιλαγαθέω	love good men or goodness
φιλαγρευτής	lover of the chase
φιλαγωνιστής	fond of contests
φιλαδέλφιον	plaster
φιλαδελφέω	show brotherly affection
φιλακανθίς	fond of thorn bushes
φιλακριβέω	to be very precise
φιλαλήθεια	sincerity, ingenuousness
φιλαλειπτεω	to be fond of anointing oneself
φιλαλεξανδρεύς	well-disposed towards Alexandria
φιλαμπελέω	love the uine
φιλανθής	fond of flowers
φιλανθρώπιον	present, 'douceur', Gloss.
φιλαπελλῆς	admirer of Apelles
φιλαργικός	contemplative
φιλασκητής	lover of training or exercise
φιλαστράγαλος	fond of playing at knucklebones
φιλαχαιός	friend of the Achaeans
φιλαχιλλεύς	friend of Achilles
φιλαψευδής	truthful
φιλεγκλήμων	fond of fault-finding
φιλεγκώμιος	loving praises
φιλεκαγαθία	love of honourable conduct, Rev. Arch.
φιλενδεικτέω	to be fond of showing off
φιλεπίστροφος	tending to recur
φιλεπίτιμος	fault-finding, censorious
φιλεπαινος	loving praise
φιλεραστέω	to be amorous
φιλερημία	love of solitude
φιλεριστέω	love strife
φιλεριστία	disputatiousness
φιλεριστικός	pugnacious, combative
φιλεστιάτωρ	lover of feasting
φιλεταίρειος	@
φιλεταίρειος1	@
φιλεταίρειος2	@
φιλεταιρικός	of comradely affection
φιλευφρόσυνος	fond of good cheer
φιλευώδης	loving sweet smells
φιλεύδιος	loving clear weather
φιλεύηχος	fond of loud cries
φιλεύλειχος	fond of dainties
φιληδονικός	advocating hedonism
φιλημονίειος	in honour of Philemon
φιληραιστής	friend of the
φιλησίμως	in love
φιλητέον	one must love
φιλητής2	lover
φιλητήσιος	productive of love or friendship
φιλητεύω	to be a
φιλιάτρης	Inscr.du Louvre
φιλιακός	friendly society, funeral club
φιλιαστής	reconciler
φιλιππέω	to be fond of horses
φιλιππισμός	siding with Philip
φιλιπποτρόφος	fond of keeping horses
φιλιστορέω	love research
φιλιτιανοί	Feliciani?
φιλιωτής	one who reconciles
φιλοίφας	loving sexual intercourse, lecherous
φιλοβήδιοι	admirers of Vedius
φιλοβαρβαρίζω	enjoy barbarisms of speech
φιλοβασίλειος	loving monarchy
φιλοβασιλισταί	'the King's Own'
φιλοβορρᾶς	loving the North wind
φιλοβούπαις	loving full-grown boys
φιλογάιος	friend of Gaius
φιλογέλως	laughter-loving
φιλογένεσις	with an impulse towards generation
φιλογέρων	loyal to the Senate
φιλογαλλοβραχειονοτύμπανος	loving the drum beaten by the arms of
φιλογαρέλαιος	fond of fish-pickle and oil
φιλογείτων	friendly to one's neighbours
φιλογελοιαστής	a friend of jesters
φιλογερμανικός	loyal to Germanicus
φιλογλιχέω	to be fractious, perverse
φιλογώνιος	lurking in corners: retired
φιλοδάρτης	flagitiosus, plagosus
φιλοδαιτύμων	fond of guests
φιλοδεπαστής	lover of cups
φιλοδεσποτέω	love his master
φιλοδημία	love of the people, popularity
φιλοδημοτικός	inclined to be
φιλοδικία	litigiousness
φιλοδρήριος	friend of Dreros
φιλοζήλως	zealously
φιλοζωωτέον	one must cling to life
φιλοθήξ	often sharpened
φιλοθεία	love of God, piety
φιλοθεαμοσύνη	fondness for shows
φιλοθερσίτης	admirer of Thersites
φιλοθεωρέω	love speculation
φιλοθεότης	the love of God
φιλοθηρθήσαυρος	fond of accumulating treasure
φιλοθρέμματος	loving foster-children
φιλοκάλιον	scopa
φιλοκλαύδιος	friend of Claudius
φιλοκνήμις	fond of wearing greaves, fond of arms
φιλοκνώσιος	friend of the Cnossians
φιλοκονίμων	fond of rolling in the dust
φιλοκτίστης	fond of building
φιλοκωθωνιστής	fond of tippling
φιλοκόμοδος	friend of Commodus
φιλοκόσμιος	fond of orderly behaviour
φιλοκύμαιος	friend of the Cymaeans
φιλοκύριος	loyal to one's master
φιλοκώμῳδος	loving comedies
φιλοκἀγαθία	love of the good
φιλολάμπαδος	loving torches
φιλολοιδορία	love of abuse
φιλολουστέον	one must be too fond of bathing
φιλομάλακος	loving effeminacy or delicacy
φιλομέτριος	loving moderation
φιλομίσως	with hearty hatred
φιλομακεδών	friend of Macedonia
φιλομαντεία	observance of omens
φιλομητορία	love of one's mother
φιλομητόρειος	member of a deme called after Ptolemy X
φιλομόναχος	fond of gladiators
φιλονέρων	friend of Nero
φιλονίκνομος	loving the Jewish law
φιλονικέω	to be fond of victory, engage in rivalry, be contentious
φιλονικηδόν	certatim
φιλονικητέον	one must strive
φιλονικνοσέω	to be usually sick
φιλονικνύμφιος	loving the bridegroom or bride
φιλοξενικός	hospitable
φιλοξενοφῶν	fond of Xenophon
φιλοξύτονος	usually oxytone
φιλοπάλαιστρος	loving the palaestra
φιλοπάρυγρος	loving damp
φιλοπάτρως	lover of one's uncle
φιλοπένταθλος	fond of the
φιλοπαίγνιος	fond of toys
φιλοπαιγμοσύνη	love of play or sport
φιλοπαιδία	love of one's children
φιλοπαιδεία	love of boys
φιλοπαρρησιαστής	lover of frankness
φιλοπιστεύομαι	trust a friend
φιλοπληκτικός	given to striking
φιλοποίησις	conciliatio
φιλοποιητικός	good at making friends, conciliatory
φιλοπολύγελως	loving much laughter
φιλοπρεπής	fond of propriety or decorum
φιλοπροσηνής	courteous
φιλοπρόβατος	loving sheep
φιλοπυγιστής	paedico
φιλορήτωρ	fond of rhetoric
φιλορρηματία	love of choice expressions
φιλορχικός	loving the dance
φιλοσάραπις	lover of Sarapis
φιλοσέβαστος	loyal to the Emperor
φιλοσίγματος	fond of the letter
φιλοσαρκία	love of the flesh
φιλοσκωμμοσύνη	fondness for scoffing or jesting
φιλοσοφητέον	one must pursue knowledge
φιλοσοφικός	concerned with
φιλοσοφοκλῆς	a lover of Sophocles
φιλοσπούδαστος	worthy of eager pursuit
φιλοσυμβίωτος	lover of one's spouse
φιλοσυνάγωγος	lover of the synagogue
φιλοσυνέστιος	loving those who share one's home
φιλοσυνήθης	loving one's associates
φιλοσυνουσιαστής	fond of sexual intercourse
φιλοσωματέω	love, cherish the body
φιλοσύγγαμος	loving her husband
φιλοτάραχος	tumultuous
φιλοτίμαιος	admirer of Timaeus
φιλοταλαίπωρος	loving hardship
φιλοτερπής	fond of pleasure
φιλοτεχνητέον	one must contrive as best one can
φιλοτεχντεχνῖται	friends of the artists
φιλοτιμητέον	one must seek distinction
φιλοτραγῳδός	fond of tragedies
φιλοτροφία	breeding of animals
φιλοτρόφιον	banqueting-hall
φιλοτόλμως	daringly
φιλοτώθαστος	fond of faultfinding
φιλουγιής	loving health
φιλοφαίαξ	friend of the Phaeacians
φιλοφθονία	love of envy
φιλοφιλία	love of one's friends
φιλοφρονέομαι	treat or deal with kindly, show favour to
φιλοχαρής	graceloving
φιλοχρήστωρ	Philadelphia and Montanism
φιλοχρυσία	love of gold
φιλοχρύσης	lover of Chryses
φιλοψάμαθος	fond of sand
φιλοψευδολόγος	fond of telling lies
φιλοψυχητέον	one must love life
φιλτάτιον	darling
φιλτρίς	used as a love-charm
φιλτροκίνητος	excited by lovepotions
φιλτροκατάδεσμος	love-spell
φιλτρόποτον	love-potion
φιλωνίδειον	trust-fund, dedicated by
φιλωνίζω	imitate Philo
φιλόβοτρυς	fond of bunches of grapes
φιλόβουλος	patron of the Senate
φιλόβρωτος	voracious
φιλόγλυκυς	loving sweet things
φιλόδακρυς	loving tears, given to weeping
φιλόδοτος	bounteous
φιλόδυρμος	fond of lamentation
φιλόθακος	sedentary
φιλόθερμος	loving warmth
φιλόθηλυς	loving the female sex or females
φιλόθρεσκος	loving ceremonies, pious
φιλόκαισαρ	loyal to the Emperor
φιλόκενος	loving emptiness
φιλόκλεια	endowed by Philocles
φιλόκνισος1	@
φιλόκνισος2	@
φιλόκουρος	attonsus
φιλόπομπος	amator jactantiae
φιλόποτμος	fond of misery, unfortunate
φιλόστονος	delighting in groans
φιλότροπος	attached to
φιλόχηρος	kind to widows, Stud. Pont.
φιλόχρησμος	fond of oracles
φιλώνειος	invented by Philo
φιλώραιος	loving the beautiful
φιλῖτα	friend of travellers
φιλῳδία	love of song
φιμάριον	mask
φιμοκάτοχον	charm to keep
φιμωτικός	silencing
φισκοσυνήγορος	advocatus fisci
φιττακίδες	woman's shoes
φλάσκη	wine-flask
φλέινος	made from the plant
φλέξις2	@
φλαγέλλιον	flagellum
φλεβοπεριμέτριος	imitating the veining
φλεβοτμής	having a vein opened
φλεβοτομητέον	one must open a vein
φλεβοτονέομαι	to have the veins swollen in
φλεβοτόμησις	blood-letting
φλεβόσφυγμος	pulsus venae
φλεγματιαῖος	suffering from phlegm
φλεγματισμός	flegma spissa, pinguis et glutinosa
φλεγματόεις	fiery
φλεγματόομαι	become phlegm
φλεγμονάομαι	become inflamed
φλεγμονικός	inflammatory
φλεγραῖα	volcanic
φλεγύας	fiery red, red-brown
φλεδονεία	idle talk
φλεδονεύομαι	babble
φληναφία	chattering, babbling, nonsense
φληνύω	babble
φλιδών	fold, wrinkle
φλιμέλιον	flemina
φλοίζομαι	have the bark stripped off
φλοίω	burst out, swell, be in full vigour or bloom
φλογίστρα	place where swine are singed
φλογίτης	the carbuncle
φλογερῶνυξ	with fiery hoofs
φλογετός	burning, heat
φλογικός	apt to scorch
φλογμόω	burn up, consume
φλογοβαφής	flame-coloured
φλογοιδέομαι	to be inflamed and swell
φλογολαμπής	flaming
φλογόλευκος	flame-coloured mixed with white
φλοιδέω	seethe
φλοιοβαρής	heavy with bark
φλοιστικός	of or for peeling off the rind
φλοιόρριζος	having roots covered with coats of rind
φλοκτίς	papula, pustula
φλομώδης	like mullein
φλυακογραφία	composition of
φλυαροκοπία	tomfoolery
φλυκταινόω	cause blisters on or in
φλόγισμα	blister of a burn
φλόγωμα	that which is overbaked
φλόη	viriditas
φλόρος	bee-eater or golden oriole
φνεί	phn
φοίβησις	inspiration
φοβίζω	terrify, scare
φοβεροωπός	terribie of aspect
φοβεροότης	terribleness
φοβητέον	one must fear
φοβοποιέω	cause fear
φοβόδιψος	like one bitten by a mad
φοιβήτρια	purifier
φοιβαίνω	clean
φοιβαστής	vaticinator
φοιβηλάλος	uttering the oracles of Phoebus
φοιβητεύω	to be a prophet
φοιβητός	inspired, prophesying
