TargetWord	Language	LexClient	LemmaWord	lsj (Liddell, Scott, Jones)
λατάγη	greek	no	λατάσσω	no
λατάγη	greek	yes	λαταγέω	throw the
λατρευτός	greek	no	λατρευτός	no
λατόμιον	greek	yes	λατομέω	quarry
λατόμος	greek	no	λατόμος	no
λαχάνευμα	greek	no	λαχάνευμα	no
λαχή	greek	no	λαχή	no
λαχανοπωλήτρια	greek	no	λαχανοπωλήτρια	no
λαχανοπώλης	greek	no	λαχανοπώλης	no
λαχανόπωλις	greek	no	λαχανόπωλις	no
λαχειδής	greek	no	λαχειδής	no
λαχμός	greek	no	λαχμός	no
λαχμός1	greek	no	λαχμός	no
λαχμός2	greek	no	λαχμός	no
λαχναῖος	greek	no	λαχναῖος	no
λαχύφλοιος	greek	no	λαχύφλοιος	no
λαψοῦμαι	greek	yes	λάπτω	lap with the tongue
λαψοῦμαι	greek	yes	λαμβάνω	take
λαϊκόω	greek	yes	λαικάζω	wench
λαϊκόω	greek	yes	λαικόω	make common, desecrate
λαύρη	greek	yes	λαύρα	alley, lane, passage
λαῖμα	greek	no	λαῖμα	no
λεΐζομαι	greek	no	λείζομαι	no
λεάντειρα	greek	no	λεάντειρα	no
λείανσις	greek	no	λείανσις	no
λείηνα	greek	yes	λεαίνω	smooth, polish
λείουσι	greek	yes	λέων	lion
λείων	greek	no	λείων	no
λείων	greek	yes	λεῖος	smooth
λείων	greek	yes	λειόω	make smooth
λείως	greek	yes	λεῖος	smooth
λείως	greek	yes	λειόω	make smooth
λεηλάτησις	greek	no	λεηλάτησις	no
λειαίνω	greek	yes	λεαίνω	smooth, polish
λειαίνω	greek	no	λειαίνω	no
λειεντερικός	greek	no	λειεντερικός	no
λειμωνίς	greek	no	λειμωνίς	no
λειμωνόθε	greek	yes	λειμωνόθεν	from a meadow
λειοντομάχας	greek	no	λειοντομάχης	no
λειοτριχέω	greek	no	λειοτριχέω	no
λειφαιμέω	greek	no	λειφαιμέω	no
λεκάνιον	greek	no	λεκάνιον	no
λεκίς	greek	no	λεκίς	no
λεκανίς	greek	no	λεκανίς	no
λεκανομαντεία	greek	no	λεκανομαντεία	no
λεκιθίτης ἄρτος	greek	yes	λεκιθίτης	made of pulse
λεκιθίτης ἄρτος	greek	yes	ἄρτος	cake or loaf of wheat-bread
λεκιθοειδής	greek	no	λεκιθοειδής	no
λεκιθόπωλις	greek	no	λεκιθόπωλις	no
λεκιθόπωλις	greek	yes	λεκιθοπώλης	peasepudding-seller
λεξίδιον	greek	no	λεξίδιον	no
λεοντική	greek	no	λεοντική	no
λεοντική	greek	yes	λεοντικός	of a lion
λεοντοπόδιον	greek	no	λεοντοπόδιον	no
λεπάζω	greek	no	λεπάζω	no
λεπριάω	greek	no	λεπριάω	no
λεπτακινός	greek	no	λεπτακινός	no
λεπτομερῶς	greek	yes	λεπτομερής	composed of small particles
λεπτοσχιδῶς	greek	yes	λεπτοσχιδής	with narrow slit
λεπτοσύνη	greek	no	λεπτοσύνη	no
λεπτοϋφής	greek	yes	λεπτουφής	finely woven
λεπτόγεως	greek	yes	λεπτόγειος	of a thin or poor soil
λεπτόγραφος	greek	no	λεπτόγραφος	no
λεπτῶς	greek	yes	λεπτός	peeled, husked
λευγαλέως	greek	yes	λευγαλέος	in sad or sorry plight, wretched
λευκανθίζω	greek	no	λευκανθίζω	no
λευκανθεμίς	greek	no	λευκανθεμίς	no
λευκαντικῶς	greek	yes	λευκαντικός	of or for whitening
λευκασμός	greek	no	λευκασμός	no
λευκοέρυθρος	greek	no	λευκοέρυθρος	no
λευκοθρᾳκία ἄμπελος	greek	yes	λευκοθρᾳκία	a white
λευκοθρᾳκία ἄμπελος	greek	yes	ἄμπελος	grape-vine, Vitis vinifera
λευκολόφας	greek	no	λευκολόφας	no
λευκοχίτων	greek	no	λευκοχίτων	no
λευκοχρώματος	greek	no	λευκοχρώματος	no
λευκόθριξ	greek	no	λευκόθριξ	no
λευκόπυγος	greek	no	λευκόπυγος	no
λευκόφρυς	greek	yes	λεύκοφρυς	white-browed
λευκόχροιος	greek	no	λευκόχροιος	no
λευκόχρους	greek	no	λευκόχρους	no
λευκόϊνος	greek	yes	λευκόινος	made of
λευχηπατίας	greek	no	λευχηπατίας	no
λεχεποίης	greek	yes	λεχεποίη	grown with grass fit to make a bed
λεχεποίης	greek	no	λεχεποίης	no
λεχωϊάς	greek	no	λεχωιάς	no
λεχώϊος	greek	yes	λεχώιος	of or belonging to childbed
λεωπετρία	greek	no	λεωπετρία	no
λεωφόρος	greek	yes	λαοφόρος	bearing people
λεωφόρος	greek	no	λεωφόρος	no
λεϊστός	greek	no	λειστός1	no
λεϊστός	greek	no	λειστός2	no
λεώς	greek	yes	λαός	men
λεῦκος	greek	no	λεῦκος	no
ληΐδιος	greek	yes	ληίδιος	taken as booty, captive
ληΐη	greek	yes	λεία	tool for smoothing stone
ληΐη	greek	no	ληίη	no
ληθαργώδης	greek	no	ληθαργώδης	no
ληθεδών	greek	no	ληθεδών	no
ληκάω	greek	no	ληκάω	no
λημία	greek	no	λημίον	no
λημίον	greek	no	λημίον	no
λημίον	greek	yes	λημάω	to be bleared
λημμάτιον	greek	no	λημμάτιον	no
ληξιαρχικόν	greek	yes	ληξιαρχικός	belonging to the
ληπτῶς	greek	yes	ληπτός	to be apprehended
ληρωδῶς	greek	yes	ληρώδης	frivolous, silly
ληχμός	greek	no	ληχμός	no
ληϊάς	greek	yes	ληιάς	taken prisoner, captive
ληϊνόμος	greek	yes	ληινόμος	dwelling in the country
ληϊστήρ	greek	no	ληιστήρ	no
ληϊστήρ	greek	yes	λῃστήρ	robber
ληϊστής	greek	no	ληιστής	no
ληϊστής	greek	yes	λῃστής	robber, pirate
ληϊστός	greek	yes	ληιστός	to be carried off as booty, to be won by force
ληϊστύς	greek	yes	ληιστύς	plundering
ληός	greek	yes	λαός	men
λιάζω	greek	no	λιάζω	no
λιγουροκώτιλος	greek	no	λιγουροκώτιλος	no
λιγυπνείων	greek	no	λιγυπνείων	no
λιγυρῶς	greek	yes	λιγυρός	clear, shrill
λιγύ	greek	yes	λιγύς	clear, shrill
λιγύθροος	greek	no	λιγύθροος	no
λιγύπνοος	greek	no	λιγύπνοος	no
λιθία	greek	yes	λιθιάω	suffer from the stone
λιθίνως	greek	yes	λίθινος	made of stone
λιθαρίδιον	greek	no	λιθαρίδιον	no
λιθαργύρεος	greek	no	λιθαργύρεος	no
λιθογνωμικόν	greek	yes	λιθογνωμικός	skilful in stones
λιθογνώμων	greek	no	λιθογνώμων	no
λιθογόνος	greek	no	λιθογόνος	no
λιθοδόμητος	greek	no	λιθοδόμητος	no
λιθοεργής	greek	no	λιθοεργής	no
λιθολόγος	greek	no	λιθολόγος	no
λιθοξόος	greek	no	λιθοξόος	no
λιθοσπαδής	greek	no	λιθοσπαδής	no
λιθοτόμον	greek	no	λιθοτόμος	no
λιθουλκόν	greek	yes	λιθουλκός	quarrying stones
λιθῶπις	greek	no	λιθῶπις	no
λικμήτωρ	greek	no	λικμήτωρ	no
λικμός	greek	no	λικμός	no
λικνοειδής	greek	no	λικνοειδής	no
λιμένιον	greek	no	λιμένιον	no
λιμένιον	greek	yes	λιμένιος	of the harbour
λιμαγχονέω	greek	no	λιμαγχονέω	no
λιμενῖτις	greek	no	λιμενῖτις	no
λιμνάς	greek	no	λιμνάς	no
λιμνήσιον	greek	no	λιμνήσιον	no
λιμναῖον	greek	no	λιμναῖον	no
λιμναῖον	greek	yes	λιμναῖος	of or from the marsh
λιμνησία	greek	no	λιμνησία	no
λιμνοχαρής	greek	yes	λιμνόχαρις	Grace of the marsh
λιμνόω	greek	yes	λιμνάζω	form stagnant pools
λιμνᾶτις	greek	yes	λιμνήτης	living in marshes
λιμνῆτις	greek	yes	λιμνήτης	living in marshes
λιμνῆτις	greek	no	λιμνῆτις	no
λιμπάνω	greek	yes	λείπω	leave, quit
λινεύς	greek	no	λινεύς	no
λινοεργής	greek	no	λινοεργής	no
λινοθώρηξ	greek	no	λινοθώρηξ	no
λινοκαλαμίς	greek	no	λινοκαλαμίς	no
λινοπτέρυξ	greek	no	λινοπτέρυξ	no
λινοῦς	greek	yes	λίνεος	of flax, linen
λινόδεσμος	greek	no	λινόδεσμος	no
λινόπληκτος	greek	no	λινόπληκτος	no
λινόσπερμα	greek	no	λινόσπερμα	no
λινόσπερμα	greek	yes	λινόσπερμον	linseed
λιπάζω	greek	no	λιπάζω	no
λιπαρόχρως	greek	no	λιπαρόχρως	no
λιπαρόχρως	greek	no	λιπαρόχρους	no
λιπαρῶς	greek	yes	λιπαρής	persisting or persevering
λιπαρῶς	greek	yes	λιπαρός	oily, shiny with oil
λιπαρῶς1	greek	yes	λιπαρής	persisting or persevering
λιπαρῶς1	greek	yes	λιπαρός	oily, shiny with oil
λιπερνήτης	greek	no	λιπερνήτης	no
λιπερνῆτις	greek	no	λιπερνήτης	no
λιπερνῆτις	greek	no	λιπερνῆτις	no
λιποσαρκής	greek	no	λιποσαρκής	no
λιποστρατίου	greek	no	λιποστράτιον	no
λιποτριχής	greek	no	λιποτριχής	no
λιποφεγγής	greek	no	λιποφεγγής	no
λιπυρίας	greek	yes	λιπυρία	a malignant intermittent fever
λιπυρίας	greek	no	λιπυρίας	no
λιπυριώδης	greek	no	λιπυριώδης	no
λιπόνεως	greek	no	λιπόνεως	no
λιπόρρινος1	greek	yes	λιπόρρινος	without skin
λιπόρρινος2	greek	yes	λιπόρρινος	without skin
λιπότακτος	greek	no	λιπότακτος	no
λιπότριχος	greek	no	λιπότριχος	no
λιπόφθογγος	greek	no	λιπόφθογγος	no
λιπόω	greek	yes	λιπάω	to be sleek, radiant
λιπόω	greek	no	λιπάζω	no
λιστρεύω	greek	no	λιστρεύω	no
λιτάζομαι	greek	no	λιτάζομαι	no
λιτί	greek	yes	λίς2	smooth
λιταίνω	greek	no	λιταίνω	no
λιτρώδης	greek	no	λιτρώδης	no
λιτῶς	greek	yes	λιτός	simple, inexpensive, frugal
λιφερνέω	greek	no	λιφερνέω	no
λιχανὸς δάκτυλος	greek	yes	δάκτυλος	-finger
λιχανὸς δάκτυλος	greek	yes	λιχανός	licking
λιχμώω	greek	yes	λιχμάω	play with the tongue
λιχμώω	greek	yes	λιχμάζω	lick
λοέσσαι	greek	yes	λούω	l[acaron]vo
λοέω	greek	no	λοέω	no
λοίμιος	greek	no	λοίμιος	no
λογάδες2	greek	no	λογάδες	no
λογάδες2	greek	yes	λογάς	picked, chosen
λογία	greek	no	λογία	no
λογία	greek	yes	λόγιος	of or belonging to
λογίως	greek	yes	λογεύς	speaker
λογίως	greek	yes	λόγιος	of or belonging to
λογγάζω	greek	no	λογγάζω	no
λογογραφεύς	greek	no	λογογραφεύς	no
λογοποιϊκή	greek	yes	λογοποιικός	of or like a
λογχάριον	greek	no	λογχάριον	no
λογχίς	greek	no	λογχίς	no
λογχόω	greek	no	λογχάζω	no
λογότροπος	greek	no	λογότροπος	no
λογόφιλος	greek	no	λογόφιλος	no
λοετροχόος	greek	yes	λουτροχόος	pouring water into the bath
λοετρόν	greek	yes	λουτρόν	bath, bathing-place
λοιγήεις	greek	no	λοιγήεις	no
λοιγής	greek	no	λοιγής	no
λοιγός2	greek	yes	λοιγός	ruin, havoc
λοιδορημάτιον	greek	no	λοιδορημάτιον	no
λοιδορησμός	greek	no	λοιδορησμός	no
λοιδόρησις	greek	no	λοιδόρησις	no
λοιδόρως	greek	yes	λοίδορος	railing, abusive
λοιμικῶς	greek	yes	λοιμικός	pestilential
λοισθήϊος	greek	yes	λοισθήιος	of or for the last
λοξῶς	greek	yes	λοξός	slanting, crosswise
λοξῶς	greek	yes	λοξόω	make slanting, cast sideways
λοπαδάγχης	greek	no	λοπαδάγχης	no
λουτηρίδιον	greek	no	λουτηρίδιον	no
λουτροδάϊκτος	greek	yes	λουτροδάικτος	slain in the bath
λοφίδιον	greek	no	λοφίδιον	no
λοφιή	greek	yes	λοφιά	mane or bristly ridge
λοχάζομαι	greek	no	λοχάζομαι	no
λοχαγέτης	greek	no	λοχαγέτης	no
λοχηγέω	greek	no	λοχηγέω	no
λοχός	greek	no	λοχός	no
λοχῖτις ἐκκλησία	greek	yes	ἐκκλησία	assembly duly summoned
λοῦνται	greek	no	λόω	no
λοῦνται	greek	yes	λούω	l[acaron]vo
λυγδίνεος	greek	no	λυγδίνεος	no
λυγιξεῖν	greek	yes	λυγίζω	bend or twist as one does a withe
λυγκίον	greek	no	λυγκίον	no
λυγκεύς	greek	no	λυγκεύς	no
λυγμός	greek	no	λυγμός	no
λυγμώδης	greek	no	λυγμώδης	no
λυγρῶς	greek	yes	λυγρός	baneful, mournful
λυκάγχη	greek	no	λυκάγχη	no
λυκάων	greek	no	λυκάων	no
λυκανθρωπία	greek	no	λυκανθρωπία	no
λυκιουργής	greek	yes	Λυκιοεργής	of Lycian workmanship
λυκοεργής	greek	no	λυκοεργής	no
λυκοσκυτάλιον	greek	no	λυκοσκυτάλιον	no
λυκοψία	greek	no	λυκοψία	no
λυκόφων	greek	no	λυκόφων	no
λυκῆ	greek	yes	λυκέη	wolf's-skin
λυμάντωρ	greek	no	λυμάντωρ	no
λυμαντής	greek	no	λυμαντής	no
λυμαντικός	greek	no	λυμαντικός	no
λυπρόχωρος	greek	no	λυπρόχωρος	no
λυπρῶς	greek	yes	λυπρός	distressful, wretched, poor
λυροποιϊκή	greek	yes	λυροποιικός	the art or craft of lyremaking
λυρτός	greek	no	λυρτός	no
λυρώδης	greek	no	λυρώδης	no
λυρῳδός	greek	yes	λυραοιδός	one who sings to the lyre
λυσίκομος	greek	no	λυσίκομος	no
λυσιμάχη	greek	yes	λυσίμαχος	ending strife
λυσσητής	greek	no	λυσσητής	no
λυτήριον	greek	yes	λυτήριος	loosing, delivering
λυτηριάς	greek	no	λυτηριάς	no
λυτῶς	greek	yes	λυτός	that may be untied
λυχνίας λίθος	greek	yes	λυχνία	lampstand
λυχνίας λίθος	greek	no	λυχνίας	no
λυχνίας λίθος	greek	yes	λίθος	stone
λυχνίσκος	greek	no	λυχνίσκος	no
λυχναψία	greek	no	λυχναψία	no
λυχνοκαΐα	greek	yes	λυχνοκαία	lighting of lamps, illumination
λυχνοκαυτία	greek	no	λυχνοκαυτία	no
λυχνοποιΐα	greek	no	λυχνοποιία	no
λωΐων	greek	yes	λωίων	o
λωγάνιον	greek	no	λωγάνιον	no
λωμάτιον	greek	yes	λῶμα	hem, fringe, border
λωμάτιον	greek	no	λωμάτιον	no
λωποδυσίου δίκη	greek	yes	δίκη	custom, usage
λωτίζω	greek	yes	λωτίζομαι	cull the best
λωτεῦντα	greek	yes	λωτόεις	overgrown with lotus
λωτεῦντα	greek	yes	λωτέω	play the flute
λωφέω	greek	yes	λωφάω	rest, give over
λωφέω	greek	no	λωφέω	no
λωφήϊος	greek	yes	λωφήιος	relieving
λόε	greek	yes	λούω	l[acaron]vo
λόκαλος	greek	no	λόκαλος	no
λόκκη	greek	no	λόκκη	no
λόφωσις	greek	no	λόφωσις	no
λόχια	greek	yes	λόχιος	of or belonging to child-birth
λόχμιος	greek	no	λόχμιος	no
λόχονδε	greek	no	λόχονδε	no
λόω	greek	no	λάω1	no
λόω	greek	yes	λάω2	seize, hold
λόω	greek	no	λάζω	no
λόω	greek	no	λόω	no
λόω	greek	no	λσύω	no
λύα	greek	no	λύα	no
λύα	greek	yes	λύη	dissolution, separation
λύα	greek	no	λυάω	no
λύθεν	greek	yes	λύω	loosen
λύθρος	greek	yes	λύθρον	defilement from blood, gore
λύθρος	greek	no	λύθρος	no
λύρη	greek	yes	λύρα	lyre
λύριον	greek	no	λύριον	no
λύτο	greek	yes	λύω	loosen
λύττα	greek	yes	λύσσα	rage, fury
λύττα	greek	yes	λυσσάω	to be raging
λύχνιον	greek	no	λύχνιον	no
λύχνιον1	greek	no	λύχνιον	no
λύχνιον2	greek	no	λύχνιον	no
λύχνον	greek	no	λύχνον	no
λύχνον	greek	yes	λύχνος	sno
λώϊστος	greek	no	λῷστος	no
λώϊστος	greek	yes	λωίων	o
λᾶθος	greek	no	λᾶθος	no
λᾶθος	greek	no	λῆθος	no
λᾶς	greek	no	λάω1	no
λᾶς	greek	yes	λάω2	seize, hold
λᾶς	greek	no	λάζω	no
λῃδάριον	greek	no	λῃδάριον	no
λῃστικῶς	greek	yes	λῃστικός	piratical
λῃστοσαλπιγκταί	greek	yes	λῃστοσαλπιγκτής	robbertrumpeter
λῃστρικός	greek	no	λῃστρικός	no
λῃστρικῶς	greek	no	λῃστρικός	no
λῃτουργέω	greek	yes	λειτουργέω	serve public offices at one's own cost
λῃτουργία	greek	yes	λειτουργία	public service
λῄδιον	greek	yes	ληίδιος	taken as booty, captive
λῄζομαι	greek	yes	ληίζομαι	seize, carry off as booty
λῄσταρχος	greek	no	λῄσταρχος	no
λῆθος	greek	no	λῆθος	no
λῆσις	greek	no	λῆσις	no
λῇ	greek	no	λάω1	no
λῇ	greek	yes	λάω2	seize, hold
λῇ	greek	yes	λάζομαι	seize, grasp
λῇ	greek	no	λάζω	no
λῇς	greek	no	λάω1	no
λῇς	greek	yes	λάω2	seize, hold
λῇς	greek	no	λάζω	no
λῴων	greek	no	λῷος	no
λῴων	greek	yes	λωίων	o
λῶντι	greek	no	λάω1	no
λῶντι	greek	yes	λάω2	seize, hold
λῶντι	greek	no	λάζω	no
λῶντι	greek	no	λόω	no
λῶντι	greek	no	λσύω	no
λῶπος	greek	no	λῶπος	no
λῶταξ	greek	no	λῶταξ	no
λῶϊς	greek	no	λάω1	no
λῶϊς	greek	yes	λάω2	seize, hold
λῶϊς	greek	no	λάζω	no
λῷον	greek	no	λῷος	no
λῷον	greek	yes	λωίων	o
λῷστος	greek	no	λῷστος	no
λῷστος	greek	yes	λωίων	o
μάγειρος	greek	no	μάγειρος	no
μάγος2	greek	yes	Μάγος	one of the priests and wise men in Persia
μάδδα	greek	no	μάδδα	no
μάδδα	greek	no	μᾶδδα	no
μάδισις	greek	no	μάδισις	no
μάδον	greek	no	μάδος	no
μάδος	greek	no	μάδος	no
μάδρυα	greek	no	μάδρυα	no
μάκαιρα	greek	yes	μάκαρ	blessed, happy
μάκελλος	greek	no	μάκελλος	no
μάκιστος	greek	yes	μήκιστος	tallest
μάκων	greek	yes	μήκων	poppy
μάλευρον	greek	no	μάλευρον	no
μάλθαξις	greek	no	μάλθαξις	no
μάλιον1	greek	yes	μάλιον	long hair, pigtail
μάλιον1	greek	no	μαλέω	no
μάλιον2	greek	yes	μάλιον	long hair, pigtail
μάλιον2	greek	no	μαλέω	no
μάλιστα	greek	no	μάλιστα	no
μάν	greek	no	μής	no
μάν	greek	yes	μήν	verily, truly
μάν1	greek	no	μής	no
μάν1	greek	yes	μήν	verily, truly
μάν2	greek	no	μής	no
μάν2	greek	yes	μήν	verily, truly
μάν3	greek	no	μής	no
μάν3	greek	yes	μήν	verily, truly
μάνδρευμα	greek	no	μάνδρευμα	no
μάνδρη	greek	yes	μάνδρα	enclosed space
μάνη	greek	no	μάνα	no
μάνη	greek	yes	μάνης	cup
μάνη	greek	yes	μῆνις	wrath
μάνη	greek	yes	μαίνομαι	rage, be furious
μάραγδος	greek	no	μάραγδος	no
μάραθος	greek	no	μάραθος	no
μάραθρον	greek	no	μάραθρον	no
μάργαρον	greek	no	μάργαρον	no
μάργαρον	greek	yes	μάργαρος	pearl-oyster
μάρις	greek	no	μάρις	no
μάρσιπος	greek	no	μάρσιπος	no
μάρτυρος	greek	no	μάρτυρος	no
μάρτυρος	greek	yes	μάρτυς	witness
μάστι	greek	no	μάστις	no
μάστιν	greek	no	μάστις	no
μάστις	greek	no	μάστις	no
μάτα	greek	yes	μάτη	folly, fault
μάτα	greek	yes	μάτος	search
μάτα	greek	yes	ματάω	to be idle, dally
μάταν	greek	yes	μάτην	in vain
μάταν	greek	yes	μάτη	folly, fault
μάταν	greek	yes	ματάω	to be idle, dally
μάτη1	greek	yes	μάτη	folly, fault
μάτη1	greek	yes	μάτος	search
μάτη1	greek	yes	ματάω	to be idle, dally
μάτη1	greek	no	ματέω	no
μάτη2	greek	yes	μάτη	folly, fault
μάτη2	greek	yes	μάτος	search
μάτη2	greek	yes	ματάω	to be idle, dally
μάτη2	greek	no	ματέω	no
μάτηρ	greek	yes	μήτηρ	mother
μάττω	greek	yes	μάσσω	knead, press into a mould
μάττω	greek	yes	μαίομαι	seek after, seek for
μάχα	greek	yes	μάχη	battle, combat
μάχα	greek	yes	μαχάω	wish to fight
μάψ	greek	no	μάψ	no
μέ	greek	yes	ἐγώ	I at least, for my part, indeed, for myself
μέγαθος	greek	no	μέγαθος	no
μέγαθος	greek	yes	μέγεθος	greatness, magnitude
μέγαρον1	greek	yes	μέγαρον	large room, hall
μέγαρον2	greek	yes	μέγαρον	large room, hall
μέγιστος	greek	yes	μέγας	big
μέδεις	greek	yes	μέδω	protect, rule over
μέδομαι	greek	no	μέδομαι	no
μέδων	greek	yes	μέδος	mead
μέδων	greek	no	μέδων	no
μέδων	greek	yes	μέδω	protect, rule over
μέζεα	greek	no	μέζεα	no
μέζων	greek	yes	μέγας	big
μέθεν	greek	yes	μεθίημι	set loose, let go
μέλαις	greek	no	μέλη	no
μέλε	greek	no	μέλε	no
μέλε	greek	yes	μέλω	to be an object of care or thought
μέλε1	greek	no	μέλε	no
μέλε1	greek	yes	μέλω	to be an object of care or thought
μέλει	greek	yes	μέλος	limb
μέλει	greek	yes	μέλω	to be an object of care or thought
μέλη	greek	no	μέλη	no
μέλη	greek	yes	μέλος	limb
μέλινον	greek	no	μέλινον	no
μέλινον	greek	no	μέλινος	no
μέλινος	greek	no	μέλινος	no
μέλινος1	greek	no	μέλινος	no
μέλιττα	greek	yes	μέλισσα	madhu-lih-
μέλιττα	greek	no	μέλιττα	no
μέλιττα	greek	yes	μελίζω	dismember, cutin pieces
μέλομαι	greek	yes	μέλω	to be an object of care or thought
μέλπηθρον	greek	no	μέλπηθρον	no
μέμαα	greek	no	μέμαα	no
μέμαμεν	greek	no	μέμαα	no
μέμασαν	greek	no	μέμαα	no
μέμηλα	greek	yes	μέλω	to be an object of care or thought
μέμναμαι	greek	yes	μιμνήσκω	remind, put in mind
μέμφειρα	greek	no	μέμφειρα	no
μέντοι	greek	no	μέντοι	no
μέσακτος1	greek	yes	μέσακτος	half-way between two shores, in mid-sea
μέσακτος2	greek	yes	μέσακτος	half-way between two shores, in mid-sea
μέσαυλον	greek	no	μέσαυλον	no
μέσαυλον	greek	yes	μέσαυλος	the inner court, inside the
μέσσαυλος	greek	yes	μέσαυλος	the inner court, inside the
μέσσοι	greek	yes	μέσος	middle, in the middle
μέσσος	greek	yes	μέσος	middle, in the middle
μέταζε	greek	no	μέταζε	no
μέταυλος	greek	no	μέταυλος	no
μέτριον	greek	yes	μέτριος	within measure, moderate
μέτριον	greek	yes	μετρέω	measure
μήκοτε	greek	no	μήκοτε	no
μήλειος1	greek	yes	μήλειος	of or belonging to a sheep
μήλειος2	greek	yes	μήλειος	of or belonging to a sheep
μήλωψ	greek	no	μήλωψ	no
μήνιον	greek	no	μήνιον	no
μήνιον	greek	yes	μηνίω	cherish wrath, be wroth against
μήσατο	greek	yes	μήδομαι	to be minded, intend
μήτειρα	greek	no	μήτειρα	no
μήτι	greek	yes	μήτις	do I
μήτι	greek	yes	μῆτις	wisdom, skill, craft
μήτι1	greek	yes	μήτις	do I
μήτι1	greek	yes	μῆτις	wisdom, skill, craft
μήτι2	greek	yes	μήτις	do I
μήτι2	greek	yes	μῆτις	wisdom, skill, craft
μήτρη	greek	yes	μήτρα	womb
μίανθεν	greek	yes	μιαίνω	stain, dye
μίγδην	greek	no	μίγδην	no
μίγεν	greek	no	μίγνυμι	no
μίη	greek	yes	εἷς	one
μίκτο	greek	no	μίγνυμι	no
μίμνεσκον	greek	yes	μίμνω	stay, stand fast
μίνθος1	greek	yes	μίνθος	human ordure
μίνθος2	greek	yes	μίνθος	human ordure
μίνθων	greek	yes	μίνθος	human ordure
μίνθων	greek	yes	μινθόω	besmear with dung
μίξ	greek	no	μίξ	no
μίξομαι	greek	no	μίγνυμι	no
μίξω	greek	no	μίγνυμι	no
μίσγεσκον	greek	no	μίγνυμι	no
μίσγω	greek	no	μίγνυμι	no
μίσητρον	greek	no	μίσητρον	no
μίτρη	greek	yes	μίτρα	maiden's girdle
μαίωσις	greek	no	μαίωσις	no
μαγάδιον	greek	no	μαγάδιον	no
μαγίδιον	greek	no	μαγίδιον	no
μαγδαλιά	greek	no	μαγδαλιά	no
μαγείραινα	greek	no	μαγείραινα	no
μαγείρισσα	greek	no	μαγείρισσα	no
μαγειρίσκος	greek	no	μαγειρίσκος	no
μαγειρευτικός	greek	no	μαγειρευτικός	no
μαγειρικῶς	greek	yes	μαγειρικός	fit for a cook or cookery
μαγευτής	greek	no	μαγευτής	no
μαγευτική	greek	yes	μαγευτικός	magical
μαγεῖον	greek	no	μαγεῖον	no
μαγῳδός	greek	no	μαγῳδός	no
μαζέας	greek	no	μαζέας	no
μαζίνης	greek	no	μαζίνης	no
μαζίον	greek	no	μαζίον	no
μαζονομεῖον	greek	no	μαζονομεῖον	no
μαζονόμος	greek	no	μαζονόμος	no
μαζός	greek	yes	μαστός	b
μαζός1	greek	yes	μαστός	b
μαζός2	greek	yes	μαστός	b
μαθήτρια	greek	no	μαθήτρια	no
μαθηματικῶς	greek	yes	μαθηματικός	fond of learning
μαθητρίς	greek	no	μαθητρίς	no
μαιάς	greek	no	μαιάς	no
μαιήϊος	greek	no	μαιήιος	no
μαιμάζω	greek	no	μαιμάζω	no
μαιμάσσω	greek	no	μαιμάσσω	no
μαιμάσσω	greek	no	μαιμάζω	no
μαιμώσσω	greek	no	μαιμώσσω	no
μαιμώων	greek	yes	μαιμάω	to be very eager, quiver with eagerness
μαιμώων	greek	no	μαιμάζω	no
μαινίδιον	greek	no	μαινίδιον	no
μαινίς	greek	no	μαινίς	no
μαινομένια	greek	no	μαινομένιον	no
μαινόλιος	greek	no	μαινόλιος	no
μαινόλις	greek	no	μαινόλις	no
μαιωτικός	greek	no	μαιωτικός	no
μαιώτης	greek	no	μαιώτης	no
μακέλη	greek	no	μακέλας	no
μακέλη	greek	no	μακέλη	no
μακαρίως	greek	yes	μακάριος	blessed, happy
μακαριστῶς	greek	yes	μακαριστός	deemed or to be deemed happy
μακαριῶ	greek	yes	μακαρίζω	bless, deem or pronounce happy, congratulate
μακαρτός	greek	no	μακαρτός	no
μακαρῖτις	greek	no	μακαρῖτις	no
μακραγορία	greek	yes	μακρηγορία	long-windedness, tediousness
μακραπόδοτος	greek	no	μακραπόδοτος	no
μακραύχενος	greek	yes	μακραύχην	long-necked, long
μακροθύμως	greek	yes	μακρόθυμος	long-suffering, patient
μακροκατάληκτος	greek	no	μακροκατάληκτος	no
μακροκαταληξία	greek	no	μακροκαταληξία	no
μακροπτόλεμος	greek	no	μακροπτόλεμος	no
μακροτόνως	greek	yes	μακρότονος	far-stretching, long drawn out
μακροχρονίζω	greek	no	μακροχρονίζω	no
μακροψυχία	greek	no	μακροψυχία	no
μακρόγηρως	greek	no	μακρόγηρως	no
μακρότατος	greek	yes	μακρός	long
μακρότερος	greek	yes	μακρός	long
μακρῷ	greek	yes	μακρός	long
μακτρισμός	greek	no	μακτρισμός	no
μακύνω	greek	yes	μηκύνω	lengthen, prolong
μακών	greek	yes	μηκάομαι	bleat
μαλάκυνσις	greek	no	μαλάκυνσις	no
μαλακίζω	greek	yes	μαλακίζομαι	to be softened or made effeminate, show weakness
μαλακιέω	greek	yes	μαλακίζομαι	to be softened or made effeminate, show weakness
μαλακοπτυχής	greek	no	μαλακοπτυχής	no
μαλακόκισσος	greek	no	μαλακόκισσος	no
μαλθάκινος	greek	no	μαλθάκινος	no
