οἱ	Ἀμνήμονες	conseil de 60~membres à Cnide	ἀμνήμων	des : ων, ον, gens : ονος 
τὰ	ἀμύνοντα	les moyens de défense	ἀμύνω	
τὰ	ἀμφίλογα	les points en discussion	ἀμφίλογος	des : ος, ον 
adv.	κατ'	ἀμφότερα	des deux côtés	ἀμφότερος	des : α, ον adv. 
ὁ	γραμματεύς	le greffier va donner lecture	ἀναγιγνώσκω	(ὁ γραμματεύς)
οἱ	ἀναγιγνώσκοντες	ceux qui lisent, qui étudient	ἀναγιγνώσκω	(ὁ γραμματεύς)
τὸ	ἀναγκαῖον	maison de force, prison	ἀναγκαῖος	des : α ος, ον 
οἱ	ἀναγκαῖοι	les parents par le sang	ἀναγκαῖος	des : α ος, ον 
ἡ	Ἀνάγκη	la Destinée personnifiée	ἀνάγκη	gens : ης (ἡ) 
τὰ	ἀναγώγια	sacrifice pour obtenir une heureuse traversée	ἀναγώγιος	des : ος, ον 
ἡ	Ἀναίδεια	l'Impudence	ἀναίδεια	gens : ας (ἡ) 
τὸ	ἀναίσθητον	le manque de perspicacité	ἀναίσθητος	des : ος, ον 
οἱ	ἀναίτιοι	les innocents	ἀναίτιος	des : ος α, ον 
τὸ	ἀνακλητικόν	signal de retraite	ἀνακλητικός	des : ή, όν 
τὸ	ἀνακόλουθον	anacoluthe	ἀνακόλουθος	des : ος, ον 
ἡ	ἀνακτόριος	armoise, sorte d’absinthe (pl.)	ἀνακτόριος	des : α, ον subst. 
τὸ	ἀνάλογον	l'analogie, le rapport	ἀνάλογος	des : ος, ον adv. 
adv.	ἀνάλογον	en progression géométrique	ἀνάλογος	des : ος, ον adv. 
τὸ	ἄνανδρον	la lâcheté ; indigne d'un homme	ἄνανδρος	des : ος, ον 
ὁ	ἀνάπαιστος	anapeste	ἀνάπαιστος	des : ος, ον 
τὸ	ἀνάπαιστον	vers anapestique	ἀνάπαιστος	des : ος, ον 
οἱ	ἀνάπαιστοι	parabase comique (en vers anapestiques)	ἀνάπαιστος	des : ος, ον 
τὰ	ἀνάπαιστα	satires (en vers anapestiques)	ἀνάπαιστος	des : ος, ον 
ὁ	ἀναπάλλων	tremblement de terre avec oscillations en arrière	ἀναπάλλω	
τὸ	ἄναρχον	> ἀναρχία	ἄναρχος	des : ος, ον 
οἱ	ἀνάσπαστοι	courroies de sandales (attachées sur le pied)	ἀνάσπαστος	des : ος, ον 
τὰ	ἀνάσπαστα	courroies de sandales (attachées sur le pied)	ἀνάσπαστος	des : ος, ον 
οἱ	ἀνάσπαστοι	les exilés ; émigré	ἀνάσπαστος	des : ος, ον 
οἱ	ἀνάσσοντες	les chefs, les rois	ἀνάσσω	
τὸ	ἀναστρέφον	poésie qu'on peut lire à rebours ; reprendre son récit par le commencement	ἀναστρέφω	tr. intr. 
adv.	ἄναυλα	sans accompagnement de flûte	ἄναυλος	des : ος, ον adv. 
τὰ	ἀναπεφωνημένα	déclamations ; exercer sa voix en déclamant	ἀναφωνέω	
τὰ	ἀνδρεῖα	repas publics des hommes	ἀνδρεῖος	des : α, ον 
τὸ	ἀνδρεῖον	courage viril	ἀνδρεῖος	des : α, ον 
τὸ	ἀνδρικόν	caractère viril	ἀνδρικός	des : ή, όν 
τὸ	ἀνεκπληκτότατον	sang-froid inaltérable	ἀνέκπληκτος	des : ος, ον 
τὸ	ἀνέλπιστον	le désespoir	ἀνέλπιστος	des : ος, ον 
τὸ	ἀνεπιϐούλευτον	absence d'intrigues	ἀνεπιϐούλευτος	des : ος, ον 
τὸ	ἀνεπίπληκτον	le fait de s'abstenir de blâmer	ἀνεπίπληκτος	des : ος, ον 
τὸ	ἀνέραστον	défaut d'affection	ἀνέραστος	des : ος, ον 
τὸ	ἀνήκοον	l'indocilité	ἀνήκοος	des : ος, ον 
τὸ	ἀνήκουστον	indocilité, désobéissance	ἀνήκουστος	des : ος, ον 
τὰ	ἄνθινα	vêtements brodés	ἀνθινός	des : ή, όν 
τὰ	ἄνθη	fleurs de poésie, pièces choisies, anthologie ; ce qui est dans son plein épanouissement	1 ἄνθος	gens : εος-ους (τὸ) 
ὁ	ἄνθρωπος	homme	ἄνθρωπος	gens : ου (ὁ et ἡ)
ὁ	ἄνθρωπος	l'homme	ἄνθρωπος	gens : ου (ὁ et ἡ)
οἱ	ἄνθρωποι	les hommes ; étant né homme, étant homme, attendu qu'on est homme, puisqu'on est homme	ἄνθρωπος	gens : ου (ὁ et ἡ)
ἡ	ἄνθρωπος	femme	ἄνθρωπος	gens : ου (ὁ et ἡ)
ὁ	ἀνθύπατος	proconsul	ἀνθύπατος	des : ος, ον 
ὁ	θεός	il ne cesse de pleuvoir	ἀνίημι	(ὁ θεός)tr. intr. 
τὸ	ἄνισον	l'inégalité	ἄνισος	des : ος, ον 
τὰ	ἀνόητα	sottises, folies	ἀνόητος	des : ος, ον 
τὰ	ἀνόσια	actions ou paroles sacrilèges	ἀνόσιος	des : ος, ον 
τὸ	ἀντερᾶν	la rivalité en amour.	ἀντεράω	
οἱ	ἀνθήλιοι	anthélie	ἀντήλιος	des : ος, ον 
ὁ	ἀντιάσας	le premier venu rencontrer, obtenir	ἀντιάω	
οἱ	ἀντίδικοι	les adversaires, les parties	ἀντίδικος	gens : ου (ὁ) 
ὁ	ἀντικείμενος	l'ennemi, le mauvais esprit	ἀντίκειμαι	
τὸ	ἀντίξοον	opposition	ἀντίξοος	des : οος-ους, οον-ουν 
οἱ	ἀντίοι	les ennemis	ἀντίος	des : α, ον adj. adv. 
adv.	ἀντίον	en face ; contre ; de son côté, à son tour	ἀντίος	des : α, ον adj. adv. 
adv.	ἀντία	en face ; contre ; de son côté, à son tour	ἀντίος	des : α, ον adj. adv. 
τὸ	ἀντιπαθές	remède contre la souffrance	ἀντιπαθής	des : ής, ές 
ὁ	ἀντίπαλος	l'ennemi	ἀντίπαλος	des : ος, ον 
οἱ	ἀντίπαλοι	les ennemis, l'ennemi	ἀντίπαλος	des : ος, ον 
τὸ	ἀντιπεπονθός	la réciprocité	ἀντιπάσχω	
τὰ	ἀντιπεπονθότα	les verbes réfléchis	ἀντιπάσχω	
τὰ	ἀντίσπαστα	moufles	ἀντίσπαστος	des : ος, ον 
ὁ	ἀντίσπαστος	antispaste	ἀντίσπαστος	des : ος, ον 
ὁ	ἀντιστρέφων	argument qui se rétorque de lui-même	ἀντιστρέφω	tr. intr. 
ἡ	ἀντίστροφος	antistrophe ; inversion	ἀντίστροφος	des : ος, ον, 
τὸ	ἀντίτομον	remède, antidote	ἀντίτομος	des : ος, ον subst. 
τὰ	ἀντίτονα	sorte de câbles pour manœuvrer des machines de siège	ἀντίτονος	des : ος, ον subst. 
τὸ	ἀντίτυπον	représentation exacte, image	ἀντίτυπος	des : ος, ον 
τὸ	ἀντίφωνον	accord d'octave ; qui est d'accord avec	ἀντίφωνος	des : ος, ον 
οἱ	ἀντίχθονες	les habitants des antipodes	ἀντίχθων	gens : ονος (ἡ) 
τὸ	ἄνυδρον	solanum (pl.)	ἄνυδρος	des : ος, ον 
τὰ	ἄνωθεν	les premiers principes	ἄνωθεν	adv. 
οἱ	ἄνωθεν	ceux d'en haut	ἄνωθεν	adv. 
οἱ	ἄνωθεν	les vivants	ἄνωθεν	adv. 
τὸ	ἀνώμαλον	mauvaise disposition	ἀνώμαλος	des : ος, ον 
ὁ	ἀοιδός	chanteur, chantre, poète	ἀοιδός	gens : οῦ (ὁ, ἡ) subst. adj. 
ἡ	ἀοιδός	en parl. du rossignol	ἀοιδός	gens : οῦ (ὁ, ἡ) subst. adj. 
ὁ	ἀοιδός	enchanteur	ἀοιδός	gens : οῦ (ὁ, ἡ) subst. adj. 
τὰ	ἀοριστούμενα	les particules indéfinies	ἀοριστέω	
τὰ	ἀπαγορεύοντα	objets vieillis et hors d'usage	ἀπαγορεύω	tr. intr. 
adv.	ἁπαλὸν	d'une façon aimable	ἁπαλός	des : ή, όν adv. 
adv.	τὸ ἅπαν	absolument, de toute manière	ἅπας	des : -ασα, -αν, gens : ἅπαντος, άσης, -αντος adv. 
τὸ	ἀπειρημένον	chose défendue	ἀπεῖπον	
τὸ	ἀπειρόκακον	simplicité, naïveté	ἀπειρόκακος	des : ος, ον 
τὸ	ἄπειρον	l'infini	2 ἄπειρος	des : ος, ον 
ἡ	νόσος	le mal disparaît	ἀπέρχομαι	(ἡ νόσος)
τὸ	ἀπευθυσμένον	le dernier gros intestin ou rectum	ἀπευθύνω	
τὰ	ἀπέχοντα	les parties saillantes de la tête (nez, oreilles)	ἀπέχω	tr. intr. 
τὸ	ἄπιστον	défiance, incrédulité	ἄπιστος	des : ος, ον 
τὰ	ἀπλανῆ	les étoiles fixes	ἀπλανής	des : ής, ές 
ἡ	ἀπογεία	vent ou brise de terre	ἀπόγειος	des : ος, ον 
αἱ	ἀπόγειοι	vent ou brise de terre	ἀπόγειος	des : ος, ον 
τὰ	ἀπόγεια	vent ou brise de terre	ἀπόγειος	des : ος, ον 
τὰ	ἀπόγεια	> ἀπόγαιον	ἀπόγειος	des : ος, ον 
τὰ	ἀπόγεια	régions éloignées de la terre	ἀπόγειος	des : ος, ον 
οἱ	ἀπογινόμενοι	ceux qui venaient à mourir	ἀπογίγνομαι	
τὸ	ἀποίητον	l'état de nature, naïveté, simplicité (d'un enfant)	ἀποίητος	des : ος, ον 
τὸ	ἀπόκοπον	castration	ἀπόκοπος	des : ος, ον 
ὁ	ἀπολογούμενος	le défendeur	ἀπολογέομαι	
τὸ	ἀπόλυτον	le positif (d'un adjectif ou d'un adverbe)	ἀπόλυτος	des : ος, ον 
τὰ	ἄπονα	remèdes calmants	ἄπονος	des : ος, ον tr. intr. 
τὸ	ἀπορούμενον	ce qui est un sujet de doute	2 ἀπορέω	
τὰ	ἠπορημένα	ce qui est un sujet de doute	2 ἀπορέω	
τὸ	ἄπορον	difficulté, impossibilité	ἄπορος	des : ος, ον 
τὰ	ἄπορα	difficulté, impossibilité	ἄπορος	des : ος, ον 
ἡ	μνήμη	le souvenir (de qqe ch.) se perd ; s'éloigner de	ἀπορρέω	
τὰ	ἀπόρρητα	les mystères	ἀπόρρητος	des : ος, ον 
τὰ	ἀπόρρητα	> τὰ αἰδοῖα	ἀπόρρητος	des : ος, ον 
ἡ	ἀπορρώξ	roche escarpée, précipice ; bras de rivière ; épanchement d'un liquide tombant goutte à goutte ; semence, rejeton	ἀπορρώξ	gens : ῶγος (ὁ, ἡ) subst. adj. 
ἡ	ἀποσπάς	branche ; tige de plante	ἀποσπάς	gens : άδος subst. adj. f. 
τὸ	ἀπόστολον	vaisseau marchand	ἀπόστολος	des : ος, ον subst. adj. 
ὁ	ἀπόστολος	les Épîtres du Nouveau Testament	ἀπόστολος	des : ος, ον subst. adj. 
ὁ	ἀπόστολος	envoyé, député ; envoi d'une expédition, expédition navale	ἀπόστολος	des : ος, ον subst. adj. 
ἡ	ἀπόστροφος	apostrophe	ἀπόστροφος	des : ος, ον 
ἡ	ἀποτομάς	pièce de bois	ἀποτομάς	gens : άδος, subst. adj. f. 
τὰ	ἀποτετευγμένα	entreprises manquées ; ne pas réussir à	ἀποτυγχάνω	
ἡ	ἄπους	martinet	ἄπους	des : ους, ουν, gens : ἄποδος subst. 
τὰ	ἀπενειχθέντα	la réponse rapportée	ἀποφέρω	tr. intr. 
τὰ	ἀποχωροῦντα	les excréments	ἀποχωρέω	
τὸ	ἀποχωροῦν	les excréments	ἀποχωρέω	
τὰ	ἄπτερα	animaux sans ailes	ἄπτερος	des : ος, ον 
τὸ	ἁπτικόν	le sens du toucher	ἁπτικός	des : ή, όν 
οἱ	Ἀργεῖοι	les Argiens, les Grecs	1 Ἀργεῖος	des : α, ον, 
ἡ	Ἀργεία	femme d'Argos, Argienne ; l'Argolide	1 Ἀργεῖος	des : α, ον, 
ὁ	ἀργυροῦς	denier d'argent	ἀργύρεος	des : έα-ᾶ, εον-οῦν 
τὰ	ἀρέσκοντα	ce qui plaît ou paraît bon (à chacun) les opinions, les doctrines (des philosophes)	ἀρέσκω	tr. intr. 
ἡ	ἀριθμητική	l'art de compter, l'arithmétique	ἀριθμητικός	des : ή, όν 
ἡ	ἀριστερά	la main gauche, le côté gauche	ἀριστερός	des : ά, όν 
τὰ	ἀρκοῦντα	le suffisant, le nécessaire	ἀρκέω	
αἱ	ἄρκτοι	la Grande-Ourse et la Petite-Ourse	ἄρκτος	gens : ου (ὁ, ἡ) 
ἡ	ἄρκτος	le pôle nord, le nord	ἄρκτος	gens : ου (ὁ, ἡ) 
τὰ	ἀρκτῷα	les régions arctiques	ἀρκτῷος	des : α, ον 
ἡ	ἁρμονική	la science de la musique	ἁρμονικός	des : ή, όν 
ἡ	ἅρπαξ	rapine	ἅρπαξ	gens : αγος (ὁ, ἡ, τὸ)subst. adj. 
ὁ	ἅρπαξ	sorte de croc ou de grapin de fer	ἅρπαξ	gens : αγος (ὁ, ἡ, τὸ)subst. adj. 
αἱ	Ἅρπυιαι	les Harpyies, les tempêtes, les ouragans	Ἅρπυια	gens : ας (ἡ) 
ὁ	ἄρρην	un mâle, un homme	ἄρρην	des : ην, εν, gens : -ενος subst. 
οἱ	ἄρσενες	les mâles, les hommes, le sexe masculin	ἄρρην	des : ην, εν, gens : -ενος subst. 
τὸ	ἄρσεν	les mâles, les hommes, le sexe masculin	ἄρρην	des : ην, εν, gens : -ενος subst. 
ἡ	ἀρτηρία	trachée-artère	ἀρτηρία	gens : ας (ἡ) 
adv.	τὠρχαῖον	à l'origine, anciennement	ἀρχαῖος	des : α, ον subst. adj. adv. 
τὸ	ἀρχαῖον	fonds d'argent, capital ; l'antiquité	ἀρχαῖος	des : α, ον subst. adj. adv. 
τὰ	ἀρχεῖα	archives	ἀρχεῖον	gens : ου (τὸ) 
τὸ	ἀρχηγόν	cause première, principe	ἀρχηγός	des : ός, όν subst. adj. 
ὁ	ἀρχηγός	cause première, auteur de, fondateur (d'une race, d'une cité, etc.) ; chef, roi ; initiateur, créateur, inventeur	ἀρχηγός	des : ός, όν subst. adj. 
τὸ	ἀρχικόν	l'art de commander	ἀρχικός	des : ή, όν 
τὰ	ἀρχικά	l'art de commander	ἀρχικός	des : ή, όν 
ὁ	ἀρχιτεκτονικός	architecte ; toute personne possédant à fond un art ou une science et dirigeant d'autres personnes	ἀρχιτεκτονικός	des : ή, όν subst. 
ἡ	ἀρχιτεκτονική	science de celui qui possède un art à fond et qui dirige d'autres personnes	ἀρχιτεκτονικός	des : ή, όν subst. 
οἱ	ἀρχόμενοι	les sujets	ἄρχω	
ὁ	ἀρωγός	auxiliaire, défenseur (dans un combat)	ἀρωγός	des : ός, όν 
ἡ	ἄσϐεστος	chaux vive	ἄσϐεστος	des : ος, ον subst. 
τὸ	ἄσημον	argenterie, bijoux	ἄσημος	des : ος, ον 
adv.	ἀσκελὲς	opiniâtrement, sans cesser	2 ἀσκελής	des : ής, ές adv. 
οἱ	Ἀσκληπιάδαι	les médecins	Ἀσκληπιάδης	gens : ου (ὁ) 
τὸ	ἄσπονδον	neutralité, absence de traité ou de convention	ἄσπονδος	des : ος, ον 
τὸ	ἀσπούδαστον	négligence	ἀσπούδαστος	des : ος, ον 
ὁ	ἀστυγείτων	voisin de frontière	ἀστυγείτων	des : ων, ον, gens : ονος 
ὁ	ἀστυνόμος	astynome	ἀστυνόμος	des : ος, ον subst. adj. 
τὸ	ἄσυλον	inviolabilité d'un lieu d'asile	ἄσυλος	des : ος, ον 
τὸ	ἀσύνδετον	style sans conjonctions	ἀσύνδετος	des : ος, ον 
τὸ	ἀσφαλές	la sécurité	ἀσφαλής	des : ής, ές 
τὸ	ἀσφαλές	place de sûreté, place forte	ἀσφαλής	des : ής, ές 
adv.	ἀτέλεστα	vainement	ἀτέλεστος	des : ος, ον adv. 
ἡ	Ἄτη	la Fatalité, la déesse du malheur ; déesse du châtiment et de la vengeance	ἄτη	gens : ης (ἡ) 
ἡ	Ἀτθίς	l'Attique ; le dialecte ou la langue attique ; histoire de l'Attique	Ἀτθίς	gens : ίδος subst. adj. f. 
οἱ	Ἄτλαντες	des Atlas	Ἄτλας	gens : αντος (ὁ) 
τὸ	ἄτομον	corpuscule indivisible ou atome, si court qu'on ne le peut diviser	ἄτομος	des : ος, ον subst. 
ἡ	ἄτομος	corpuscule indivisible ou atome, si court qu'on ne le peut diviser	ἄτομος	des : ος, ον subst. 
τὸ	ἄτομον	> ὑοσκύαμος	ἄτομος	des : ος, ον subst. 
adv.	ἀτρεκές	exactement	ἀτρεκής	des : ής, ές adv. 
adv.	ἄτρεστα	tranquillement	ἄτρεστος	des : ος, ον adv. 
ἡ	Αττική	l'Attique	Ἀττικός	des : ή, όν adj. 
τὸ	Ἀττικόν	le dialecte attique	Ἀττικός	des : ή, όν adj. 
οἱ	Ἀττικοί	les habitants de l'Attique	Ἀττικός	des : ή, όν adj. 
τὰ	ἀτυχηθέντα	les échecs, les revers	ἀτυχέω	
οἱ	ἀτυχοῦντες	les malheureux ; être déshonoré	ἀτυχέω	
ὁ	μὲν...	ὁ	δέ	l'un... l'autre	αὖ	
οἱ	αὖθις	la postérité	αὖθις	adv. 
ἡ	αὐλητική	l'art de jouer de la flûte	αὐλητικός	des : ή, όν 
ἡ	Αὐσονίς	l'Ausonie, l'Italie ; l'Ausonienne	Αὐσονίς	gens : ίδος (ἡ) subst. adj. f. 
τὸ	αὐτεξούσιον	indépendance	αὐτεξούσιος	des : ος, ον 
τὸ	αὐτίκα	le moment présent	αὐτίκα	adv. 
τὸ	αὐτογενές	narcisse ou coloquinte (pl.)	αὐτογενής	des : ής, ές subst. 
οἱ	αὐτόθεν	les gens du pays ; du lieu même où une chose se trouve ou se fait	αὐτόθεν	adv. prép. 
τὸ	αὐτόκακον	le mal en soi, le mal absolu	αὐτόκακος	des : ος, ον 
τὸ	αὐτόματον	automate	αὐτόματος	des : η, ον subst. 
τὸ	αὐτόματον	le hasard	αὐτόματος	des : η, ον subst. 
οἱ	Αὐτόμολοι	les Transfuges	αὐτόμολος	des : ος, ον 
ἡ	αὐτουργική	l'art de produire des réalités	αὐτουργικός	des : ή, όν 
τὸ	αὐτοφυές	la nature de chaque homme	αὐτοφυής	des : ής, ές subst. tr. intr. 
οἱ	αὐτόχθονες	les populations autochthones, les indigènes	αὐτόχθων	des : ων, αὔτοχθον, gens : -ονος 
ὁ	αὐχένιος	tunique (serrée au cou)	αὐχένιος	des : α, ον subst. 
τὸ	αὐχμῶδες	la sécheresse	αὐχμώδης	des : ης, ες 
ὁ	ἀφαιρεθείς	celui qui a été dépossédé, qui a souffert un dommage, le plaignant	ἀφαιρέω	
τὸ	ἀφετήριον	lieu d'embarquement, port	ἀφετήριος	des : α, ον 
τὰ	ἄφθογγα	les lettres muettes, les consonnes	ἄφθογγος	des : ος, ον 
τὸ	ἀφιστάμενον	abcès en formation	ἀφίστημι	tr. intr. 
τὰ	ἀφεστεῶτα	abcès formés	ἀφίστημι	tr. intr. 
τὸ	ἄφοϐον	absence de crainte, intrépidité	ἄφοϐος	des : ος, ον 
ἡ	ἄφρακτος	vaisseau non ponté	ἄφρακτος	des : ος, ον subst. 
τὰ	Ἀφροδίσια	plaisirs de l'amour ; fête d'Aphroditè ; parties honteuses	Ἀφροδίσιος	des : α ος, ον subst. adj. 
τὸ	Ἀφροδίσιον	statue d'Aphroditè ; temple d'Aphroditè	Ἀφροδίσιος	des : α ος, ον subst. adj. 
τὸ	ἄφρον	démence, folie	ἄφρων	des : ων, ον, gens : ονος 
τὸ	ἀφύλακτον	manque de précautions	ἀφύλακτος	des : ος, ον 
adv.	ἄφωνα	sans parler	ἄφωνος	des : ος, ον subst. adv. 
τὰ	ἄφωνα	les sons muets, les consonnes ; les sons demi-muets, les semi-voyelles ; les consonnes muettes (gutturales, dentales, labiales)	ἄφωνος	des : ος, ον subst. adv. 
οἱ	Ἀχαιμενίδαι	les Akhæménides (Achéménides)	Ἀχαιμενίδης	gens : ου (ὁ) 
οἱ	Ἀχαιοί	les Achéens	Ἀχαιός	des : ά, όν adj. 
αἱ	Ἀχαιαί	Achéennes, femmes grecques	Ἀχαιός	des : ά, όν adj. 
ὁ	Ἀχαιός	Akhæos, (h.)	Ἀχαιός	des : ά, όν adj. 
ἡ	Ἀχαΐς	l'Achaïe, la Thessalie ; femme d'Achaïe, femme grecque	Ἀχαΐς	gens : ίδος subst. adj. f. 
τὸ	ἀχανές	l'immensité de l'espace, le vide	ἀχανής	des : ής, ές 
οἱ	Ἀχιλλεῖδαι	les Achilléides	Ἀχιλλείδης	gens : ου (ὁ) 
ἡ	Ἀχίλλειος	mille-feuilles (pl.)	Ἀχίλλειος	des : ος, ον subst. adj. 
τὸ	ἀχρήϊον	la partie d'une armée impropre à combattre (services accessoires, invalides, etc.)	ἀχρεῖος	des : ος, ον adv. 
adv.	ἀχρεῖον	sans motif	ἀχρεῖος	des : ος, ον adv. 
adv.	ἀχρεῖον	d'un air stupide	ἀχρεῖος	des : ος, ον adv. 
τὸ	ἁψίκορον	prompt dégoût	ἁψίκορος	des : ος, ον 
adv.	ἀωρίᾳ	à contretemps, trop tard	ἀωρία	gens : ας (ἡ) adv. 
τὸ	βάθος	eau profonde, haute mer, ou profondeur des terres, intérieur d'un pays	βάθος	gens : εος-ους (τὸ) 
τὰ	βάθη	les profondeurs	βάθος	gens : εος-ους (τὸ) 
adv.	βαιόν	un peu	βαιός	des : ά, όν adv. 
οἱ	βαιοί	les petits	βαιός	des : ά, όν adv. 
ὁ	Βακχεῖος	le bacchius	Βακχεῖος	des : εία, εῖον εία, ειον 
ἡ	βακχιάς	bacchante	Βακχιάς	gens : άδος subst. adj. f. 
τὰ	Βακχικά	les mystères de Bacchus, le culte de Bacchus	Βακχικός	des : ή, όν 
ὁ	Βάκχιος	Bacchus ; Bakkhios, (h.)	Βάκχιος	des : α, ον subst. adj. 
τὸ	βάναυσον	la classe des artisans	βάναυσος	gens : ου (ὁ, ἡ) subst. adj. 
τὸ	βαρϐαρικόν	les barbares	βαρϐαρικός	des : ή, όν 
τὸ	βαρϐαρικόν	manière barbare	βαρϐαρικός	des : ή, όν 
ἡ	βάρϐαρος	les pays étrangers, non helléniques	βάρϐαρος	des : ος, ον 
τὸ	βάρϐαρον	les étrangers, l'étranger	βάρϐαρος	des : ος, ον 
οἱ	βάρϐαροι	les étrangers	βάρϐαρος	des : ος, ον 
ἡ	βαρεῖα	l'accent grave	βαρύς	des : εῖα, ύ adv. 
τὸ	βαρύ	l'accent grave	βαρύς	des : εῖα, ύ adv. 
adv.	βαρὺ	gravement	βαρύς	des : εῖα, ύ adv. 
αἱ	βασιλεῖαι	les Livres des Rois	βασιλεία	gens : ας (ἡ) 
οἱ	Βασιλεῖδαι	les Basilides	Βασιλείδης	gens : ου (ὁ) 
τὸ	βασίλειον	demeure ou résidence royale ; capitale d'un royaume ; trésor royal ; insigne de la royauté, diadème	βασίλειος	des : ος α, ον subst. 
τὸ	βασίλειον	sorte de parfum	βασίλειος	des : ος α, ον subst. 
οἱ	βασιλεῖς	les chefs de familles qui se partagent le pays	βασιλεύς	gens : έως (ὁ) 
ὁ	βασιλεύς	le chef du γένος	βασιλεύς	gens : έως (ὁ) 
ἡ	βασιληΐς	reine	βασιληΐς	gens : ΐδος subst. adj. f. 
ἡ	βασιλική	l'art de régner	βασιλικός	des : ή, όν subst. 
τὸ	βασιλικόν	palais impérial / trésor ou décret royal / basilic (pl.) / basilicon (onguent)	βασιλικός	des : ή, όν subst. 
οἱ	βασιλικοί	ceux qui sont attachés à la personne ou au service du roi (officiers de la maison du roi, courtisans, ambassadeurs, ou partisans du roi, troupes royales etc.)	βασιλικός	des : ή, όν subst. 
τὰ	βασιλικά	les prérogatives royales	βασιλικός	des : ή, όν subst. 
αἱ	βάσεις	les pieds	βάσις	gens : εως (ἡ) 
ὁ	βάσκανος	sorcier	βάσκανος	des : ος, ον subst. 
ἡ	βαφική	l'art de teindre	βαφικός	des : ή, όν 
τὸ	βεϐιασμένον	ce qui est le résultat d'une contrainte, ce qui est obtenu par la force	βιάζω	tr. intr. 
τὰ	βίαια	actes de violence, violences	βίαιος	des : α ος, ον adv. 
adv.	βίαια	de force	βίαιος	des : α ος, ον adv. 
τὰ	βιϐλία	les livres saints ; division d'un ouvrage, livre	βιϐλίον	gens : ου (τὸ) 
ἡ	βιωτική	la science de la vie, la morale pratique	βιωτικός	des : ή, όν 
τὰ	βιωτικά	la vie	βιωτικός	des : ή, όν 
τὸ	βλαϐέν	tort fait à qqn	βλάπτω	
ὁ	βλάσφημος	blasphémateur	βλάσφημος	des : ος, ον subst. 
ὁ	βλέπων	le prophète	βλέπω	
τὰ	βληχητά	animaux bêlants	βληχητός	des : ή, όν 
ἡ	βοείη	peau de bœuf	βόειος	des : α, ον subst. 
ἡ	βοέη	peau de bœuf	βόεος	des : α, ον subst. 
ὁ	βοηθόος	auxiliaire	βοηθόος	des : ος, ον 
ἡ	Βορεάς	la fille de Borée	βορεάς	gens : άδος subst. adj. f. 
τὸ	βόρειον	le régime des vents du nord	βόρειος	des : α ος, ον 
τὰ	βόρεια	le régime des vents du nord	βόρειος	des : α ος, ον 
τὰ	Βόρεια	la région du nord	βόρειος	des : α ος, ον 
ὁ	Βορυσθένης	le Borysthène (auj. le Dniepr) (fl.)	Βορυσθένης	gens : ους 
ἡ	Βορυσθένης	Borysthénès (Borysthène), (v.)	Βορυσθένης	gens : ους 
ἡ	βοσκάς	sorte de canard	βοσκάς	gens : άδος subst. adj. f. 
ὁ	βουϐότης	bouvier	βουϐότης	gens : ου subst. adj. m. 
ὁ	βουδόρος	couteau pour écorcher les bœufs	βουδόρος	des : ος, ον subst. 
ὁ	βούκερως	> βούκερας	βούκερως	des : ως, ων, gens : ω subst. 
ὁ	Βουκολίων	Boukoliôn (h.)	Βουκολίων	gens : ωνος 
ἡ	Βουκολίων	Boukoliôn, (v.)	Βουκολίων	gens : ωνος 
τὸ	βουλευτικόν	qualités d'un esprit capable de réflexion et de conseil	βουλευτικός	des : ή, όν 
τὸ	βουλευτικόν	place des membres du conseil, des sénateurs, au théâtre ; l'ordre sénatorial, le Sénat	βουλευτικός	des : ή, όν 
τὸ	βουλευόμενον	le soin de délibérer et de décider	βουλεύω	
τὰ	βουλευόμενα	les projets ou questions en délibération	βουλεύω	
τό	βουλόμενον	la faculté de vouloir, la volonté de qqn	βούλομαι	subst. 
ὁ	βουλόμενος	le premier venu, celui qui le désire, à qui cela convient	βούλομαι	subst. 
ἡ	βοῦς	peau de bœuf, bouclier recouvert de peau de bœuf	βοῦς	gens : βοός (ὁ et ἡ)
ἡ	βοῦς	génisse	βοῦς	gens : βοός (ὁ et ἡ)
ὁ	βοῦς	bœuf	βοῦς	gens : βοός (ὁ et ἡ)
ὁ	Βούσιρις	Bousiris (Busiris) (h.)	Βούσιρις	gens : ιδος 
ἡ	Βούσιρις	Busiris (auj. Abousir Bana), (v.)	Βούσιρις	gens : ιδος 
ὁ	βουφόνος	sacrificateur chargé d'égorger les bœufs pour le sacrifice	βουφόνος	des : ος, ον 
ἡ	βρομιάς	sorte de coupe	βρομιάς	gens : άδος subst. adj. f. 
ὁ	βρόμιος	le vin	Βρόμιος	gens : ου (ὁ) adj. 
ἡ	Βύϐλος	Byblos, (v.) (Byblos ou Jbeil)	1 Βύϐλος	gens : ου subst. adj. 
ἡ	Βυζαντιάς	originaire ou habitante de Byzance	Βυζαντιάς	gens : άδος adj. f. 
τὰ	βύθια	les animaux aquatiques	βύθιος	des : α ος, ον 
ὁ	βύκτης	ouragan	βύκτης	gens : ου subst. adj. m. 
τὸ	βωμολόχον	bouffonnerie ; vulgaire, trivial	βωμολόχος	gens : ου (ὁ, ἡ) 
τὸ	γάλα	la voie lactée	γάλα	gens : γάλακτος (τὸ) 
