κουφότης	κουφοτής	légèreté / allègement		21
κράστις	κρᾶστις	fourrage vert pour les chevaux		30
Κρατερός	Κράτερος	Kratéros (Cratère)		18
κράτιστος	κάρτιστος	très fort ou le plus fort, d'où		31
κράτος	κάρτος	force, d'où		11
κρέας	κρέως	 κρεάτων = κρεῶν		16
κρεισσόνως	κρειττόνως	adv. mieux		10
κρείσσων	κρείττων	plus fort / particul. en b. part, plus avantageux, meilleur, préférable, en parl.		81
κρηνίς2	κρανίς	de source, de fontaine		22
κριϐανεύς	κλιϐανεύς	boulanger		9
κριϐανοειδής	κλιϐανοειδής	semblable à un four de campagne		31
κρίμα	κρῖμα	objet d'une contestation, contestation, querelle / p. suite, jugement, décision judiciaire / p. ext. jugement en gén., décision / action de juger		145
Κρίμισα	Κρίμισσα	Krimisa ou Krimissa (auj. Cirò Marina) v. de Lucanie,		53
Κριμισός	Κριμισσός	Krimisos ou Krimissos		21
κρίμνον	κρῖμνον	farine d'orge grossière / goutte du breuvage ou de la bouillie κυκεών,		70
Κρῖσα	Κρίσσα	Krisa, v. de Phocide,		21
κροκόδειλος	κροκόδιλος	crocodile, reptile, / sorte de sophisme (v. κροκοδείλινος) / ζωΰφιον μικρόν, / Κροκοδείλων πόλις \sfem{ la ville des Crocodiles dans la moyenne Égypte,		151
κρομμυοξυρεγμία	κρομμυοξερυγμία	rot d'un homme qui a mangé de l'oignon		38
κρυφός	κρύφος	action de cacher / cachette, lieu de refuge		43
Κρωπιά	Κρωπειά	Krôpia, dème attique de la tribu Léontide		41
κτάμεναι	κτάμενος	inf. ao. 2 act. et part. ao. 2 moy. de *κτῆμι.		46
Κυάνεαι	Κυάνεαι πέτραι	les Cyanées (auj. Yavu) litt. les Roches noires ou d'un bleu sombre, à l'entrée du Bosphore, appelées aussi Συμπληγάδες, Συνδρομάδες, Πλαγκταί, etc.		148
κυδωνέα	κυδωνία	cognassier, arbre,		18
Κυδωνιάτης	Κυδωνιάτας	habitant de Kydônia		19
κυνάκανθα	κυνακάνθη	églantier		9
Κυνέας	Κυνέης	Kynéas, h.		10
κυνηγίς	κυναγίς	la Chasseresse, comédie de Philétæros,		38
Κυνήσιοι	Κύνητες	les Kynèsies ou Kynètes, pple ibérien,		38
κυνοδρομία	ίη	chasse au chien courant		23
κυπαρίσσινος	κυπαρίττινος	de cyprès		9
κυπαρίσσιον	κυπαρίττιον	dim. de κυπάρισσος,		19
κυπάρισσος	κυπάριττος	cyprès, arbre,		14
κυπασσίς	κύπασσις	tunique courte, particul.		25
Κῦρα	Κύρα	Kyres, v. de Sogdiane,		22
κυρίσσω	κυρίττω	frapper à coups de cornes, d'où heurter violemment, 		52
κωϐιός	κωϐίος	goujon, poisson,		16
Κώϊος	Κῷος	de Cos		6
κωλακρέτης	κωλαγρέτης	primit. celui qui dépeçait les victimes, à Athènes ; plus tard, officier chargé de percevoir les frais de justice et d'en appliquer l'argent au service du culte		160
κωλέα	κωλῆ	cuisse d'un animal / membre viril		33
κωλώτης	κωλωτής	lézard tacheté		14
Κώνστας	Κώνσταν	lat. Constans, n. d'h. rom.		27
κωράλιον	κωράλλιον	corail		6
κωρυκομαχία	ίη	lutte au jeu de ballon		22
κᾤχεθ'	κᾤχετ', κᾤχετο	crases p. καὶ ᾤχετο.		20
λάϐε	λαϐεῖν	inf. ao. 2 de λαμϐάνω.		22
λαϐρόω	λαϐρόομαι	se ruer		7
λάϐω	λαϐών	sbj. et ao. part. de λαμϐάνω.		29
Λαγίδης	Λαγίδας	le fils de Lagos, c. à d. Ptolémée		34
λαθάνεμος	ληθάνεμος	sans vent, calme		16
λάθρᾳ	λάθρῃ	secrètement, en cachette / par surprise, traîtreusement / p. suite, insensiblement, peu à peu		93
λαθροπόδης	λαθρόπους	seul. acc. pl. λαθροπόδας		25
λάθω	λαθών	sbj. et part. ao. 2 de λανθάνω.		31
λαιμάσσω	λαιμάττω	être affamé, vorace, glouton		28
λάϊος	λαιός	grive, oiseau,		14
λάκω	λακών	sbj. et part. ao. 2 de λάσκω.		29
λάμνα	λάμνη	requin		6
λαμπαδηφορία	λαμπαδηφορίη	action de porter un flambeau dans les courses		45
λαμπροφωνία	λαμπροφωνίη	voix claire ou forte		20
Λαονίκη	Λανίκη	Laonikè, Lanikè, f.		19
λαοπόρος	λεωπόρος	qui procure le passage au peuple ou à l'armée		45
λαπάρα	λαπάρη	partie creuse du corps entre les fausses côtes et le ventre, flanc		66
λαπάσσω	λαπάττω	vider, évacuer / piller, saccager (une ville)		45
Λάρισα	Λάρισσα	Larisa		6
Λαρισαῖος	Λαρισσαῖος	de Larisa		9
Λάρισος	Λάρισσος	Larisos, fl. entre l'Élide et l'Achaïe,		39
λατάγη	λαταγή	action de jeter le reste du vin au jeu du cottabe, d'où bruit que fait ce vin en tombant		88
λάτρον	λατρόν	salaire, rémunération		21
λαύρα	λαύρη	corridor / rue / chemin creux / égout		37
Λαύρειον	Λαύριον	Laureion ou Laurion, mt de l'Attique près de Sounion,		53
Λαυρειωτικός	Λαυριωτικός	de Laurion, en Attique,		23
λαφύσσω	λαφύττω	manger avidement, dévorer, en parl. d'animaux (lion, / p. anal. dévorer, consumer, en parl. du feu, / déchirer, mettre en pièces		128
λαχανοφαγία	λαχανοφαγίη	nourriture composée de légumes		30
λειεντερία	ίη	lientérie, c. à d. flux de ventre		33
λειμωνόθε	λειμωνόθεν	adv. d'une prairie		18
λειτουργέω	λῃτουργέω	exercer à ses frais certaines fonctions publiques / servir, en gén.		67
λειτουργία	λῃτουργία	fonction publique, service public, particul. à Athènes, fonction dont le titulaire supportait les dépenses et qui consistait à organiser les chœurs, à équiper les galères, etc. / service public, en gén. / p. ext. service quelconque / particul. service du culte		260
Λεόννατος	Λεοννάτος	Léonnatos, h.		13
Λέπρεον	Λέπρεος	Lépréon ou Lépréos (auj. ruines près de Lépreo, anc.		52
λευκανία	λευκανίη	gorge		5
λευκάργιλλος	λευκάργιλος	en argile blanche		17
λευκερῴδιος	﻿λευκερῳδιός	héron blanc, oiseau,		20
λευκηπατίας	λευχηπατίας	adj. m. qui a le foie blanc, c. à d. simple, modeste, timide		60
Λευκονοιεύς	Λευκονοεύς	adj. m. du dème attique Leukonoè		32
λευκοπάρειος	λευκοπάρῃος	aux joues blanches		18
λῄδιον	λήδιον	dim. de λῇδος \gras{2,		22
λήθαιος	ληθαῖος	qui fait oublier / qui oublie facilement		40
ληθαργία	ληθαργίη	léthargie		9
ληθοσύνη	λαθοσύνα	oubli		5
ληκέω	λακέω	faire du bruit en claquant, claquer		35
Λητογένεια	Λατογένεια	Artémis, fille de Latone,		25
Λιϐίτινα	Λιϐιτίνη	Libitina, ancienne divinité italique,		37
λιγυηχής	λιγυαχής	au son perçant, clair, harmonieux		33
λιθοσόος	λιθοσσόος	qui chasse ou poursuit à coups de pierre		40
λιμνοθάλασσα	αττα	marais formé par les eaux de la mer, marais salant / estuaire d'un fleuve		73
λιμώσσω	λιμώττω	souffrir de la faim		19
λιπανδρέω	λειπανδρέω	manquer d'hommes		16
λιπανδρία	λειπανδρία	manque d'hommes		15
λιπαρία2	λιπαρίη	persistance, persévérance		25
λιποϐοτανέω	λειποϐοτανέω	manquer de plantes, d'herbage		29
λιπογνώμων	λειπογνώμων	qui ne marque pas, c. à d. qui a perdu ses dents et dont on ne peut connaître l'âge, en parl.		93
λιπογράμματος	λειπογράμματος	à qui manque une lettre		23
λιποδεής	λειποδεής	qui est dans le besoin, pauvre		30
λιποδρανέω	λειποδρανέω	être sans forces, être faible		29
λιποδρανής	λειποδρανής	sans forces, faible		19
λιπόθηλος	λειπόθηλος	privé de mamelles		17
λιπόθριξ	λειπόθριξ	qui a perdu ses cheveux, chauve		31
λιποθυμέω	λειποθυμέω	manquer de courage		18
λιποθυμία	λειποθυμία	manque de courage / évanouissement		34
λιποθυμικός	λειποθυμικός	prompt à se décourager		22
λιπομαρτυρίου	λειπομαρτυρίου δίκη	action en justice pour refus de témoignage		42
λιποναύτης	λιποναύτας	adj. m. qui abandonne des matelots ou un navire		47
λιπόνεως	λειπόνεως	matelot déserteur		17
Λιπόξαϊς	Λειπόξαϊς	Lipoxaïs ou Leipoxaïs, h.		25
λιπόπατρις	λειπόπατρις	qui abandonne sa patrie, sans patrie / qui fait oublier (propr. abandonner) sa patrie		85
λιποπάτωρ	λειποπάτωρ	adj. qui abandonne son père		27
λιποπωγωνία	λειποπωγωνία	manque de barbe		15
λιποστρατία	λειποστρατία	désertion militaire		19
λιποστρατίου	λειποστρατίου γραφή	crime de désertion militaire		28
λιποστρατιώτης	λειποστρατιώτης	déserteur		9
λιποτακτέω	λειποτακτέω	abandonner son poste		20
λιποτάκτης	λειποτάκτης	qui abandonne son poste		23
λιποταξία	λειποταξία	désertion d'un poste		20
λιποταξίου	λειποταξίου γραφή	action en justice pour abandon d'un poste		41
λιποτονέω	λειποτονέω	avoir moins d'intensité ou une tonalité moindre		47
λιποτριχέω	λειποτριχέω	perdre ses cheveux ou ses poils		31
λίπουρος	λείπουρος	qui est sans queue		18
λιποφεγγής	λειποφεγγής	privé de lumière, aveugle		25
λιπόφθογγος	λειπόφθογγος	privé de voix, muet		19
λιποψυχέω	λειποψυχέω	perdre ses sens, s'évanouir / perdre courage		44
λιποψυχία	λειποψυχία	évanouissement		14
λιπυρία	ίη, λειπυρία	fièvre intermittente		20
λιπυρικός	λειπυρικός	qui ressemble à une fièvre intermittente		40
λίρινος	λείρινος	de lis		6
λίς1	λῖς	lion, us. seul. aux nom.		24
λίς3	λί	seul. au dat. λιτί (sel. d'autres λῖτι)		39
λιτυέρσης	λιτυέρσας	chant de moissonneurs, du nom d'un fils du roi Midas,		53
λιφαιμέω	λειφαιμέω	perdre son sang / devenir exsangue ou pâle		42
λιφαιμία	λειφαιμία	manque de sang, anémie		22
λιχανὸς δάκτυλος	λιχανός	l'index, le second doigt de la main (propr. le lécheur)		55
λοιμία	λοιμίη	peste		5
λοιμώσσω	λοιμώττω	être atteint de la peste		24
Λουκερνήσης	Λουκερνήνσης	les Lucernenses, une des trois anc. tribus de Rome,		51
λυγκούριον	λυγγούριον, λιγκούριον, λιγγούριον	ambre fossile (propr. urine de lynx)		36
Λύκαιος	Λυκαῖος	du Lycée, ép. de Zeus,		22
Λύκαστος	Λυκαστός	Lykastos		8
λυκιοεργής	λυκιουργής	travaillé en Lycie, ou, sel. d'autres, par Lykios, fils de Myron,		65
Λυκιτᾶς	Λυκίτας	Lykitas		7
Λυκοῦργος	Λυκόοργος	Lykourgos (Lycurgue) propr. qui écarte ou qui tue les loups		59
λυραοιδός	λυρῳδός	joueur, joueuse de lyre		23
λυροκτυπία	λυροκτυπίη	action de faire résonner la lyre		32
Λυσαγόρας	Λυσαγόρης	Lysagoras, h.		13
λύσσα	λύττα	rage / ver sur la langue des chiens et qu'on croyait cause de la rage		69
λυσσάω	λυττάω	être enragé, en parl. de chiens, / fig. être dans un transport violent (de colère, de passion, etc.) / tr. rendre enragé, d'où, au pass. être enragé, furieux		157
λύχνιον	λυχνίον	dim. de λύχνος		14
λῶ	λῇς, λῇ, λῶμες, λῆτε, λῶντι	formes doriennes, désirer vivement, vouloir		43
λωϐάω	λωϐάομαι	outrager / nuire à, endommager		30
Μάγδωλος	Μάγδολος	Magdôlos, v. d'Égypte,		22
μάζα	μᾶζα	pâte, masse de pâte / pain, particul. pain d'orge (p. opp. à ἄρτος, pain de blé)		80
μαθαλίς	μαθαλλίς	sorte de coupe		14
μαιονιστί	μῃονιστί	adv. en langage méonien		23
μακρηγορία	μακραγορία	long discours		13
μακρημερία	μακρημερίη	la saison des longs jours		25
Μάκρις	Μᾶκρις	Makris		6
μαλάσσω	μαλάττω	amollir, assouplir, en parl. de métaux, / amollir, affaiblir, épuiser, user / fig. adoucir, calmer		98
μαλθακιστέα	μαλθακιστέον	vb. de μαλθακίζω.		17
μάμμα	μάμμη	maman, mère, mot d'enfant, / postér. grand' mère / sein de la mère, mamelle		75
Μανεθών	Μανεθώς	Manéthon, historien égyptien, contemporain de Ptolémée Philadelphe.		67
Μάνης	Μανῆς	Manès, n. phrygien ou paphlagonien, p. suite n. d'esclave de comédie,		69
μαραθρών	μαραθών	champ de fenouil		16
μαριθάν	μαριθεύς	sorte de chaux,		15
Μάριος1	Μαριός	Marios (auj. Marí) v. des Éleuthéro-Laconiens ou Laconiens indépendants,		72
μάσσω	μάττω	presser dans les mains, pétrir, masser		38
ματία	ματίη	entreprise vaine / erreur, folie		32
Ματιανός	Ματιηνός	de la Matiène, en Médie,		24
ματρυλεῖον	ματρυλλεῖον	mauvais lieu		12
μεγαλήνωρ	μεγαλάνωρ	confiant en soi / orgueilleux		29
μεγάλλιον μύρον	μεγάλλιον	sorte de parfum		15
μεγαλογκία	μεγαλογκίη	masse énorme, large circuit		27
μεγαλοεργέω	μεγαλουργέω	faire de grandes choses		23
μεγαλοέργημα	μεγαλούργημα	grande action		13
μεγαλοεργής	μεγαλουργής	qui fait de grandes choses		26
μεγαλοεργία	μεγαλουργία	grandeur des actions / magnificence, générosité		47
μεγαλοεργικός	μεγαλουργικός	enclin à la magnificence, magnifique		36
μέγαρον2	μάγαρον	trou qu'on creusait en terre, à la fête des Thesmophories, pour y jeter de jeunes cochons vivants (cf.		102
μεθ'	μετά	dev. une voyelle aspirée.		25
μεθαρμόζω	μεθαρμόττω	tr. changer pour améliorer / intr. s'accommoder à un autre genre de vie		71
μεθό	μεθ' ὅ	après quoi		10
μειλίσσω	μειλίττω	adoucir, calmer, apaiser / p. ext. séduire, flatter, gagner / engraisser, féconder / adresser de bonnes paroles à / se rendre favorable (par de bonnes paroles, par des sacrifices) / chercher à se rendre favorable, implorer		222
μειλιχόμειδος	μελλιχόμειδος	voc. fém. -μειδε, au doux sourire		33
μειλιχόφωνος	μελλιχόφωνος	à la douce voix		15
Μείνιος	Μεῖνις	Meinis, roi d'Égypte,		21
μελαγχολία	μελαγχολίη	bile noire, d'où humeur noire, mélancolie		41
Μελαμπόδεια	Μελαμποδία	la Mélampodeia (histoire de Mélampous) poème d'Hésiode		54
Μελάντειοι σκόπελοι	πέτραι	les roches Mélanteies		21
μέλε1	ὦ μέλε	en parl. à un homme ou à une femme, mon ami ! mon bon ami !		59
Μελίκταινα	Μελικταίνη	Méliktæna, Bacchante,		21
μελικτής	μελικτάς	chanteur		8
μέλισσα	μέλιττα	abeille / miel		14
μελίσσαινα	μελίτταινα	mélisse		7
μελίσσιον	μελίττιον	petite abeille / ruche		22
μελισσοπόλος	μελιττοπόλος	qui élève des abeilles, apiculteur		34
μελισσοτρόφος	μελιττοτρόφος	qui nourrit des abeilles		24
μελισσουργεῖον	μελιττουργεῖον	lieu où sont déposées les ruches		32
μελισσουργία	μελιττουργία	action d'élever des abeilles		28
μελισσουργός	μελιττουργός	éleveur d'abeilles, apiculteur		30
μελισσώδης	μελιττώδης	semblable aux abeilles		22
μελισσών	μελιττών	ruche pour l'élève des abeilles		31
μεμορημένος	μεμόρητο, μεμορμένος	part. pf. pass. de μείρομαι 1.		30
μεσαϐόω	μεσσαϐόω	atteler au joug une paire de bœufs		34
μεσηγυδορποχέστης	μεσσηγυδορποχέστης	ignoble glouton, qui rend par en bas à mesure qu'il mange		57
Μεσημϐρία	Μεσαμϐρίη	Mesambriè		9
μεσημέριος	μεσαμέριος	de midi ; adv. μεσαμέριον,		26
Μεσήνη	Μεσσήνη	n. de f. / la Messénie, contrée du Péloponnèse, / Messène (auj. Archéa Messíni) capitale de la Messénie, sur l'Ithome, / Messène (auj. Messina, Messine) v. de Sicile,		166
Μεσηνία	Μεσσηνία	la Messénie / territoire de Messine,		36
Μεσηνιακός	Μεσσηνιακός	de Messénie		11
Μεσήνιος	Μεσσήνιος	de Messène ou de Messénie / de Messine		38
Μεσηνίς	Μεσσηνίς	adj. f. de Messénie, Messénienne		32
μεσόθι	μεσσόθι	adv. au milieu		14
μεσοπαγής	μεσσοπαγής	fiché par le milieu		19
μεσοπαλής	μεσσοπαλής	qu'on lance par le milieu		25
μεσοπύλη	μεσσοπύλη	porte du milieu		15
μεσότομος	μεσσότομος	coupé ou taillé par le milieu		29
μεσοφανής	μεσσοφανής	qui se montre au milieu		23
μεταγίγνομαι	μεταγίνομαι	naître après		12
μεταλήγω	μεταλλήγω	mettre fin à, cesser, 		22
μετάλλητος	μετάλλατος	dont on doit se préoccuper		26
μεταλωφάω	μεταλωφέω	se reposer ensuite ou dans l'intervalle		39
μεταμπέχω	μεταμπίσχω	faire changer de vêtement, d'où moy. changer de vêtement		56
μεταπλάσσω	μεταπλάττω	modeler autrement, transformer / t. de gr. modeler d'après, former sur le modèle de		83
μετασεύομαι	μετασσεύομαι	s'élancer à la suite, d'où suivre de près / s'élancer à la suite de, s'élancer vers ou sur / s'élancer en arrière, revenir		122
μετατάσσω	μετατάττω	se ranger dans un autre ordre de bataille / passer des rangs d'un parti		71
μετεῖπον	μετέειπον	parler au milieu de / parler ensuite		36
μετόπισθε	μετόπισθεν	adv. et prép.		13
μέχρι	μέχρις	prép. jusque, avec idée de lieu ou de temps		43
μηδόλως	μηδ' ὅλως	pas du tout		11
μηθείς	μηθέν	 (pour le fém. on n'emploie que μηδεμία de μηδείς)		50
Μηλίς3	Μαλίς	Mâlis, nymphe,		14
μηλοδροπεύς	μαλοδροπεύς	qui cueille des pommes		22
μηλοπάρειος	μαλοπάραυος	aux joues fraîches ou rouges comme une pomme		44
μηλοφύλαξ	μαλο	gardien de brebis ou de chèvres, berger, chevrier		49
μήρυγμα	μήρυμα	déroulement (des anneaux d'un serpent		37
μητραδελφεός	ματραδελφεός	frère de la mère, oncle maternel		32
μητρόδοκος	ματρόδοκος	reçu ou conçu par une mère		26
μητροκασιγνήτη	ματροκασιγνήτα	sœur de mère		12
μητροπόλος	ματροπόλος	qui prend soin des mères (Heileithyia)		38
μητρόρριπτος	ματρόρριπτος	rejeté par sa mère		18
μητρῷος2	μητρώϊος	de la matrice		13
μῖγμα	μίγμα	mélange / mixture médicale, remède formé de divers ingrédients / mélange de couleurs		84
Μίθρας	Μίθρης	Mithras ou Mithrès		18
Μικίψας	Μικιψᾶς	Micipsa, fils de Massinissa, roi de Numidie,		44
Μίκκυλος	Μικκύλος	Mikkylos, h.		12
μίκρασπις	σμίκρασπις	qui a un petit bouclier		23
μικρογραφέω	σμικρογραφέω	écrire par un omicron		21
μικρολογέω	σμικρολογέω, μικρολογέομαι	être minutieux, pointilleux, chicaneur		38
μικρολογία	σμικρολογία	attention donnée à de petites choses, petitesse d'esprit, esprit vétilleux / parcimonie, avarice		96
μικρολόγος	σμικρολόγος	minutieux, pointilleux, vétilleux / chiche, avare, p. opp. à πολυτελής,		71
μικρομερής	σμικρομερής	formé de petites parties		24
μικρός	σμικρός	petit, c. à d.		14
μικρύνω	σμικρύνω	rapetisser / écrire par un omicron		34
Μιμαλλών	Μιμαλών	d'ord. au pl., n. macédon. des Bacchantes,		42
μιμία	μιμεία	imitation		9
μίνθα	μίνθη	menthe, plante aromatique,		26
μιξοδία	μιξοδίη	passage entre deux écueils (Charybde et Scylla)		47
μισηδονία	μισαδονία	haine du plaisir		16
μισοπόρπαξ	μισοπορπακίστατος	qui exècre les anneaux ou agrafes de boucliers, c. à d.		55
μιστυλάομαι	μυστιλάομαι	manger la soupe, ou, en gén., puiser dans un plat avec un morceau de pain creusé en cuiller		91
μιστύλη	μυστίλη	morceau de pain creusé en cuiller pour manger la soupe, ou, en gén. / postér. cuiller à potage		94
Μιτραῖοι	Μιτραίων ὄρη	les Monts des Mitræes en Sarmatie,		34
Μνημόνη	Μναμόνα, Μναμοΰνα	le Souvenir personnifié,		24
μνησιδωρέω	μνασιδωρέω	ne pas oublier d'offrir des présents		36
μνίον	μνῖον	mousse, algue marine		20
μνωΐτης	μνῴτης	serf en Crète,		14
μογισαψεδάφα	μογισαψεδάφη	adj. f. qui ne touche le sol qu'en souffrant		44
μοιραγέτης	μοιραγέτας	qui dirige le Destin		20
Μολοσσία	Μολοττία	la Molossie, contrée d'Épire,		29
Μολοσσικός	Μολοττικός	du pays des Molosses / molossique, t. de pros.		46
Μολοσσίς	Μολοττίς	adj. f. du pays des Molosses		28
Μολοσσός1	Μολοττός	Molossos, h.		12
Μολοσσός2	Μολοττός	du pays des Molosses / μ. πούς, / plur. οἱ Μολοσσοί,		52
μολπαστής	μολπαστάς	chanteur, danseur		17
μολπῆτις	μολπᾶτις	adj. f. qui chante ou qui danse		31
μολυϐδόω	μολυϐδόομαι	fondre comme du plomb / être chargé de plomb, être plombé		57
μονάξ	μουνάξ	adv. isolément		14
μονερέτης	μουνερέτης	qui rame seul		13
μονία1	μονίη	stabilité, fixité		17
μονία2	μονίη	vie solitaire		13
μονιός	μόνιος	adj. solitaire, sauvage / subst. ὁ μ. animal sauvage qui va seul et non en troupes, particul.		93
μονογαμίου ἐπιτίμιον	δίκη	amende ou action judiciaire contre celui qui n'a qu'une femme		61
μονογένεια	μουνογένεια	unique enfant		13
μονοκέλης	μουνοκέλης	seul coursier		13
μονολέων	μουνολέων	lion énorme, propr. « d'une grandeur ou d'une force singulière »		64
μονομήτωρ	μονομάτωρ	qui n'a plus sa mère		20
μονονυχί	μουνονυχί	adv. dans une seule nuit		24
μονοπάλης	μουνοπάλης	adj. m. qui lutte en combat singulier		37
μονόπους	μουνόπους	qui n'a qu'un pied (table, etc.)		32
μονορύχης	μουνορύχας	adj. m. qui creuse avec une seule pointe, en parl. d'une pioche,		64
μονοφανής	μουνοφανής	qui se montre seul, seul visible		32
μονόχηλος	μονοχαλος	dont le sabot est un, qui n'a pas le pied fourchu		49
μονώψ	μουνώψ	qui n'a qu'un œil		17
μορέα	μορέη	mûrier, arbre,		14
μορμολυκεῖον	μορμολύκειον	mannequin pour faire peur aux enfants, épouvantail		50
μόσσυν	μόσυν	tour en bois / p. ext. cabane, hutte en bois / en gén. construction en bois, en parl. de palissades,		100
Μοσσύνοικοι	Μοσύνοικοι	les Mossynœkes, propr. « habitants de huttes en bois », pples du Pont et de la Scythie, qui habitaient des maisons de bois,		123
Μουνιχία	Μουνυχία	Mounikhia (Munichie)		20
Μουνιχίαζε	Μουνυχίαζε	adv. à Munichie, avec mouv.		27
Μουνιχίασι	Μουνυχίασι	adv. à Munichie, sans mouv.		27
Μουνιχιών	Μουνυχιών	Mounikhiôn, 10\up{e mois du calendrier attique, répondant à la 2\up{e quinzaine d'avril et à la 1\up{re de mai,		111
Μούνιχος	Μούνυχος	Mounikhos		9
μουρρίνη	μορρίνη	porcelaine		10
μουσουργία	μουσουργίη	chant, poésie		13
μοὖστι	μοὔστι	crases poét. p. μοῦ ἐστι et μοί ἐστι.		37
Μόψου ἑστία	Μόψου πόλις	le Foyer ou la Ville de Mopsos		30
μῦ2	μύ	onomatopée pour exprimer un gémissement, un grognement, etc.		60
μυθέω	μυθέομαι	intr. parler, converser / dire, raconter / particul. désigner, nommer / annoncer, en parl. d'un oracle, / ordonner de, inf. / se dire à soi-même, délibérer en soi-même sur		171
Μυκαλησσός	Μυκαληττός	Mykalèssos ou Mykalèttos, v. de Béotie,		39
Μυλάσα	Μύλασα	Mylases (auj. Milas) v. de Carie,		33
Μυλασεύς	Μυλασσεύς	habitant ou originaire de Mylases		33
μυοδόχος	μυοδόκος	[irrég. ῡ] qui donne asile aux rats		35
Μύρα	Μύρα	Myra ou Myres, v. de Lycie,		27
μυρίαθλος	μυριάεθλος	mêlé à mille contestations		26
Μυρῖνος	Μύρινος	Myrinos, poète de l'Anthologie,		31
μυροπωλεῖον	μυροπώλιον	boutique de parfumeur ou marché aux parfums		43
μυρσινίτης	μυρρινίτης οἶνος	c. μυρρινίτης, / ὁ μ. sorte de τιθύμαλλος,		42
μωρός	μῶρος	émoussé, hébété, d'où		21
Ν	ν	lettre de l'alphabet grec		25
ναΐ	νηΐ	dat. sg. de ναῦς.		17
νάρκαφθον	νάσκαφθον	écorce d'un arbre indien employée comme aromate		47
νάσσω	νάττω	presser, fouler / p. suite, bourrer, emplir, encombrer		54
ναῦς	νεώς	navire, vaisseau		16
νεάμελκτος	νεήμελκτος	nouvellement trait		18
νείφω	νίφω	intr. neiger, faire tomber de la neige / tr. couvrir de neige, d'où au pass. être couvert de neige		98
νεκροδοκεῖον	νεκροδοχεῖον	lieu où l'on dépose les morts		29
νεκυία	νέκυια	sacrifice pour l'évocation des morts, titre du 11\up{e chant de l'Odyssée, / évocation des morts		96
νεοία	νεοίη	ardeur ou folie de jeunesse		27
Νεολαΐδας	Νεολᾴδας	Néolaïdas, h.		13
νεοσσεία	νεοττεία	nid		3
νεόσσευσις	νεόττευσις	action de faire son nid		23
νεοσσεύω	νεοττεύω	faire éclore / faire son nid, nicher		36
νεοσσιά	νεοττιά	nid / p. anal. ruche d'abeilles		31
νεόσσιον	νεόττιον	petit d'un oiseau, / jaune d'œuf		32
νεοσσίς	νεοττίς	petite poule, poulette		22
νεοσσοκόμος	νεοττοκόμος	qui abrite de jeunes oiseaux, en parl. d'un nid,		48
νεοσσοποιέω	νεοττοποιέω	faire des petits, pondre, d'où couver		37
νεοσσοποιΐα	νεοττοποιΐα	ponte, d'où couvée		18
νεοσσός	νεοττός	petit d'un oiseau / jaune d'œuf		31
νεοσσοτροφέω	νεοττοτροφέω	élever ses petits ou des enfants		32
νεοσσοτροφία	νεοττοτροφία	l'action d'élever ses petits, en parl. d'un oiseau,		51
Νεοτίμη	Νευτίμα	Neutima, f.		11
νέρθε	νέρθεν	adv. et prép.		13
νετώπιον	νέτωπον	huile d'amandes amères		22
νεύσομαι	νευσοῦμαι	fut. de νέω 2.		14
νημέρτεια	ναμέρτεια	sincérité, vérité		17
νηοσόος	νηοσσόος	qui sauve ou protège les navires		32
νηπυτία	νηπυτίη	enfance		7
νηρίτης	νηρείτης	coquillage de mer		17
νησῖτις	νασῖτις	adj. f. du préc.		16
νῆσσα	νῆττα	canard		6
νησσάριον	νηττάριον	petit canard, t. d'amitié,		26
νησσοφόνος	νηττοφόνος	qui tue les canards		19
Νικάνδρα	Νικάνδρη	Nikandrè, prêtresse de Dodone,		30
νικήεις	νικάεις	victorieux		10
νικηφορία	νικαφορία	victoire remportée, victoire		28
Νικίππη	Νικίππα	Nikippè, f.		11
νίτρον	λίτρον	nitre		5
νοΐδιον	νοίδιον	pensée		6
Νομαία	Νομαίη	Nomæa, propr. « la pastoure », n. de chevrière,		47
νόναι	νόνναι	lat. nonæ		9
νοσαλέος	νουσαλέος	maladif, malade		15
νοσαχθής	νουσαχθής	accablé par la maladie		22
νοσολύτης	νουσολύτης	adj. m. qui délivre de la maladie		33
νοσομελής	νουσομελής	aux membres malades		19
νοσοφόρος	νουσοφόρος	qui engendre une maladie		24
Νυμφαία	Νυμφαίη	Nymphæa, î. de Calypso,		23
νύσσω	νύττω	piquer, d'où frapper / frapper, heurter		39
νωθρεύω	νωθρεύομαι	être engourdi, indolent		23
Νώλανοι	Νωλάνοι	les habitants de Nola		21
νῶτος	νῶτον	dos, en parl. des hommes, / fig. surface convexe, arrondie (surface de la mer		77
νωχελία	νωχελίη	lenteur, nonchalance		20
Ξ	ξ	lettre de l'alphabet grec. Comme signe numéral		46
ξανθόω	ξανθόομαι	devenir jaune		13
ξεναπάτης	ξεναπάτας	adj. m.		7
ξενηδόκος	ξεινηδόκος	qui accueille les étrangers, hospitalier		40
ξένηθεν	ξείνηθεν	de l'étranger		13
ξενοϐάκχη	ξεινοϐάκχη	adj. f. éprise d'amour pour un étranger		39
ξενοδαΐκτης	ξενοδαΐκτας	adj. m. meurtrier des étrangers		31
Ξενοκλῆς	Ξενοκλέης	Xénoklès		8
ξενοσσόος	ξεινοσσόος	qui sauve les étrangers		23
ξενοσύνη	ξεινοσύνη	hospitalité		11
